codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco
2800100,Amparo de São Francisco,1787,1603,30,100,1690,1411,30,85
2800209,Aquidabã,16501,14815,210,774,15207,9113,212,552
2800308,Aracaju,520108,479258,12715,31745,501028,363509,12589,21824
2800407,Arauá,7366,6663,100,414,7556,5232,102,325
2800506,Areia Branca,13484,12098,185,618,13417,9342,198,489
2800605,Barra dos Coqueiros,21875,19827,845,1110,23042,13414,967,639
2800670,Boquim,20456,17897,255,1207,18420,11393,252,661
2800704,Brejo Grande,5776,5198,75,224,5541,3469,75,96
2801009,Campo do Brito,13735,12022,175,1139,13250,8165,175,721
2801108,Canhoba,2998,2719,40,169,2705,1818,40,44
2801207,Canindé de São Francisco,20784,17691,275,835,19998,10057,275,365
2801306,Capela,25721,22877,315,1118,22244,12274,357,599
2801405,Carira,15981,13947,195,1011,15738,10263,194,922
2801504,Carmópolis,11390,9685,155,385,10198,4893,155,287
2801603,Cedro de São João,4366,3907,60,278,4132,2840,60,233
2801702,Cristinápolis,12873,11425,165,756,11688,5623,165,231
2801900,Cumbe,3125,2806,45,185,3041,2283,45,171
2802007,Divina Pastora,3620,3228,50,216,3330,2310,50,147
2802106,Estância,50899,43973,2500,2501,46714,27408,2510,1345
2802205,Feira Nova,4174,3761,55,241,3871,2674,57,60
2802304,Frei Paulo,11078,9961,150,640,11423,8096,150,641
2802403,Gararu,8532,7817,120,484,8343,5352,115,253
2802502,General Maynard,2400,2209,35,145,2292,1717,35,198
2802601,Gracho Cardoso,4407,3981,65,360,4646,3058,71,158
2802700,Ilha das Flores,6013,5373,80,284,5502,3679,80,227
2802809,Indiaroba,12076,10345,145,481,11757,6478,147,305
2802908,Itabaiana,69526,60993,2400,4415,70571,48437,2519,3396
2803005,Itabaianinha,30412,25993,370,1417,29279,17503,370,659
2803104,Itabi,3884,3509,55,269,3710,2565,56,107
2803203,Itaporanga d'Ajuda,25004,23445,330,1081,24432,13704,330,905
2803302,Japaratuba,13330,11512,175,732,12712,7663,175,426
2803401,Japoatã,9559,8360,135,363,9389,5518,154,202
2803500,Lagarto,79212,70144,2500,5116,78915,55294,2510,2873
2803609,Laranjeiras,21518,19878,490,908,22557,15976,502,448
2803708,Macambira,5294,4629,70,456,5383,4038,70,394
2803807,Malhada dos Bois,2677,2587,40,173,2505,1217,43,0
2803906,Malhador,9440,8258,120,482,8764,5262,119,374
2804003,Maruim,12217,10669,165,639,11310,6914,165,467
2804102,Moita Bonita,8726,7926,125,646,8897,6775,138,475
2804201,Monte Alegre de Sergipe,10810,9425,135,491,10254,5389,135,240
2804300,Muribeca,5700,5329,75,244,5935,3802,75,232
2804409,Neópolis,13482,12008,175,678,12149,6580,175,532
2804458,Nossa Senhora Aparecida,6803,6241,95,451,6761,4628,111,215
2804508,Nossa Senhora da Glória,26936,23187,1000,1742,25633,19462,968,931
2804607,Nossa Senhora das Dores,20016,17461,245,1375,20511,11609,245,849
2804706,Nossa Senhora de Lourdes,4773,4402,60,259,5017,3148,53,153
2804805,Nossa Senhora do Socorro,132049,117446,4100,4444,130122,68776,4175,4797
2804904,Pacatuba,10087,8577,130,380,10006,6908,136,364
2805000,Pedra Mole,2306,2127,40,173,2178,1801,42,116
2805109,Pedrinhas,7253,6672,90,291,6212,4134,91,99
2805208,Pinhão,5065,4637,65,277,4736,3319,73,191
2805307,Pirambu,6578,5778,80,521,6561,4080,80,305
2805406,Poço Redondo,23121,19712,280,1058,22151,12287,280,915
2805505,Poço Verde,18638,16465,210,871,17134,11495,206,608
2805604,Porto da Folha,20237,17664,265,1134,19196,12434,268,832
2805703,Propriá,21828,20063,255,1165,21587,14845,258,934
2805802,Riachão do Dantas,14746,12630,185,822,13730,9067,183,282
2805901,Riachuelo,7071,6445,100,365,6640,4256,100,245
2806008,Ribeirópolis,14148,12734,200,968,13509,8600,197,835
2806107,Rosário do Catete,7950,7174,105,441,7586,5426,111,334
2806206,Salgado,14733,12862,200,903,14783,8998,200,361
2806305,Santa Luzia do Itanhy,9810,9213,120,358,9690,6547,114,170
2806404,Santana do São Francisco,5337,3300,85,205,4944,3424,85,163
2806503,Santa Rosa de Lima,2932,4077,35,179,2999,2102,35,169
2806602,Santo Amaro das Brotas,8668,7976,125,512,8390,5400,125,278
2806701,São Cristóvão,65706,58484,2385,2018,59764,22535,2384,0
2806800,São Domingos,8387,7502,110,449,7180,5019,107,472
2806909,São Francisco,2856,2562,40,128,2490,1648,40,148
2807006,São Miguel do Aleixo,3044,2822,40,270,2958,2212,54,138
2807105,Simão Dias,30948,28751,1050,1719,29756,18178,1078,726
2807204,Siriri,6094,5490,75,354,5760,4109,75,363
2807303,Telha,2391,2165,45,161,2321,1518,46,93
2807402,Tobias Barreto,38050,32012,1160,2036,37499,24572,1187,1275
2807501,Tomar do Geru,10211,8861,135,402,8420,5144,139,103
2807600,Umbaúba,18535,16135,240,802,17182,9482,237,428
