codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2137,30,722,2019,1854,30,677,11
2800209,Aquidabã,19796,18155,210,5809,17632,15384,212,7485,3
2800308,Aracaju,617927,578847,12715,288150,566020,498269,12589,266565,480
2800407,Arauá,9040,8746,100,4706,9562,8118,102,4085,0
2800506,Areia Branca,16496,15871,185,6946,16316,15070,198,5912,0
2800605,Barra dos Coqueiros,26771,26945,845,14816,27138,22584,967,10876,0
2800670,Boquim,24448,22617,255,11231,21781,19767,252,10739,42
2800704,Brejo Grande,7405,7056,75,1985,7210,6007,75,2016,0
2801009,Campo do Brito,16627,17056,175,6426,15655,13346,175,7046,0
2801108,Canhoba,3666,3643,40,1600,3474,2823,40,1259,0
2801207,Canindé de São Francisco,26334,23619,275,10755,24949,21251,275,8134,0
2801306,Capela,31913,28887,315,11672,31909,27195,357,10737,0
2801405,Carira,19091,18949,195,9799,18313,15437,194,7923,0
2801504,Carmópolis,14082,13400,155,4604,12590,11007,155,3803,0
2801603,Cedro de São João,5215,5069,60,2456,4823,4337,60,2147,12
2801702,Cristinápolis,15769,15689,165,6050,15163,13035,165,4346,0
2801900,Cumbe,3807,3590,45,1552,3553,3179,45,1406,0
2802007,Divina Pastora,4518,4373,50,1819,4093,3869,50,2216,0
2802106,Estância,61018,58241,2500,24278,55894,49885,2510,22321,0
2802205,Feira Nova,5285,5362,55,2576,5088,4388,57,1851,0
2802304,Frei Paulo,13567,13145,150,5138,13482,12192,150,4878,25
2802403,Gararu,10190,10227,120,4125,9903,8642,115,4534,4
2802502,General Maynard,3002,2755,35,1680,2701,2560,35,1396,0
2802601,Gracho Cardoso,5317,5191,65,2828,5633,4930,71,1926,0
2802700,Ilha das Flores,7602,7167,80,2891,7096,5922,80,2705,1
2802809,Indiaroba,15515,14874,145,4763,14474,13336,147,5028,0
2802908,Itabaiana,84026,76959,2400,45910,86201,74225,2519,39800,0
2803005,Itabaianinha,36845,35197,370,9197,33410,28371,370,9904,4
2803104,Itabi,4604,4495,55,1888,4463,3960,56,1888,0
2803203,Itaporanga d'Ajuda,30646,31517,330,10697,30317,27270,330,12234,0
2803302,Japaratuba,15882,15652,175,6418,14806,13232,175,7782,14
2803401,Japoatã,11743,11463,135,6004,11926,8848,154,4289,0
2803500,Lagarto,92654,91326,2500,35617,88986,77480,2510,35913,81
2803609,Laranjeiras,26613,26666,490,10318,25764,21805,502,11778,9
2803708,Macambira,6512,5893,70,3050,6374,5577,70,3121,16
2803807,Malhada dos Bois,3392,3303,40,1249,3056,3025,43,873,0
2803906,Malhador,11212,10562,120,4375,10756,9190,119,4456,0
2804003,Maruim,15252,14067,165,5561,13498,11349,165,5922,12
2804102,Moita Bonita,10146,10196,125,6166,10317,9337,138,5585,0
2804201,Monte Alegre de Sergipe,13481,12861,135,4570,12482,10592,135,4616,0
2804300,Muribeca,6889,6929,75,2367,6890,6208,75,2655,0
2804409,Neópolis,16129,15328,175,6760,14541,12266,175,6043,3
2804458,Nossa Senhora Aparecida,8043,7952,95,3712,7974,7073,111,3220,2
2804508,Nossa Senhora da Glória,33142,31482,1000,13943,32636,28442,968,12575,0
2804607,Nossa Senhora das Dores,23777,23449,245,9108,24405,20144,245,8603,0
2804706,Nossa Senhora de Lourdes,5747,5720,60,2845,5881,5142,53,2417,0
2804805,Nossa Senhora do Socorro,148039,144926,4100,52877,152532,130192,4175,58590,22
2804904,Pacatuba,12599,12039,130,6013,11935,10787,136,5581,74
2805000,Pedra Mole,2848,2670,40,1426,2644,2467,42,1401,22
2805109,Pedrinhas,8819,8342,90,2827,7065,6010,91,2677,6
2805208,Pinhão,6384,5867,65,2740,5553,5105,73,2704,0
2805307,Pirambu,8274,8129,80,3711,7928,7182,80,3159,0
2805406,Poço Redondo,29406,30277,280,7920,27281,22058,280,9467,5
2805505,Poço Verde,22008,21879,210,7799,20040,18314,206,8938,6
2805604,Porto da Folha,24957,23389,265,11727,23715,21837,268,11331,0
2805703,Propriá,25990,27419,255,10729,24922,22063,258,10223,39
2805802,Riachão do Dantas,17490,17400,185,5782,16087,13905,183,6672,0
2805901,Riachuelo,8535,8880,100,3490,8049,6676,100,3242,3
2806008,Ribeirópolis,16494,15382,200,8438,15757,14219,197,7385,19
2806107,Rosário do Catete,9660,9314,105,3797,8914,7677,111,4111,0
2806206,Salgado,17683,16524,200,7401,16892,14221,200,6787,2
2806305,Santa Luzia do Itanhy,12205,11779,120,5066,11729,10129,114,4502,0
2806404,Santana do São Francisco,6147,5878,85,2512,6157,5377,85,2590,0
2806503,Santa Rosa de Lima,4350,3990,35,1939,3602,3277,35,1561,13
2806602,Santo Amaro das Brotas,10382,9827,125,5398,10047,9212,125,4921,0
2806701,São Cristóvão,80478,77262,2385,31793,75986,62408,2384,29239,0
2806800,São Domingos,10005,9481,110,4171,8998,8138,107,4181,0
2806909,São Francisco,3502,3408,40,1320,2983,2690,40,1543,4
2807006,São Miguel do Aleixo,3663,3582,40,2049,3543,2906,54,1426,0
2807105,Simão Dias,36075,33183,1050,15876,35366,30156,1078,13332,3
2807204,Siriri,7758,6770,75,3411,7020,6365,75,3312,16
2807303,Telha,2915,2733,45,1321,2777,2359,46,1217,0
2807402,Tobias Barreto,44884,37900,1160,18089,42232,36737,1187,16821,0
2807501,Tomar do Geru,11845,10361,135,5262,9665,7944,139,2916,0
2807600,Umbaúba,22384,20188,240,5468,19998,17397,237,5156,0
