codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2257,30,832,2034,1954,30,732,0
2800209,Aquidabã,19796,19145,210,6924,17794,16100,212,8737,461
2800308,Aracaju,617927,609877,12715,324765,566020,510496,12911,304748,18901
2800407,Arauá,9040,9226,100,5181,9571,8435,102,4371,302
2800506,Areia Branca,16496,16771,185,7811,16434,15356,198,7354,283
2800605,Barra dos Coqueiros,26771,28355,845,16171,27475,23757,967,12630,614
2800670,Boquim,24448,23827,255,12596,21860,20289,252,11655,696
2800704,Brejo Grande,7405,7556,75,2365,7257,6421,75,2606,1
2801009,Campo do Brito,16627,17856,175,7366,15760,13801,175,7648,534
2801108,Canhoba,3666,3843,40,1805,3488,3033,40,1479,28
2801207,Canindé de São Francisco,26334,25279,275,12040,25172,22065,275,9592,314
2801306,Capela,31913,30607,315,13267,32103,28181,357,12489,684
2801405,Carira,19091,20099,195,10934,18447,16138,194,8642,484
2801504,Carmópolis,14082,14290,155,5269,12733,11519,155,4683,177
2801603,Cedro de São João,5215,5299,60,2766,4843,4485,60,2346,200
2801702,Cristinápolis,15769,16699,165,6865,15344,13660,165,5156,60
2801900,Cumbe,3807,3760,45,1762,3559,3296,45,1574,151
2802007,Divina Pastora,4518,4653,50,2049,4111,4000,50,2395,89
2802106,Estância,61018,61421,2500,27553,56572,52806,2510,26617,1275
2802205,Feira Nova,5285,5632,55,2846,5123,4542,57,2023,12
2802304,Frei Paulo,13567,13845,150,5898,13579,12599,150,5654,216
2802403,Gararu,10190,10757,120,5005,9942,9057,115,5174,305
2802502,General Maynard,3002,2925,35,1835,2688,2596,35,1812,129
2802601,Gracho Cardoso,5317,5461,65,3148,5672,5057,71,2687,158
2802700,Ilha das Flores,7602,7647,80,3306,7182,6220,80,3080,192
2802809,Indiaroba,15515,16284,145,5563,14894,14045,147,5770,302
2802908,Itabaiana,84026,81561,2400,50525,87021,76818,2519,43925,2218
2803005,Itabaianinha,36845,37937,370,11152,33611,29002,370,10749,290
2803104,Itabi,4604,4695,55,2153,4484,4093,56,2081,220
2803203,Itaporanga d'Ajuda,30646,33237,330,12267,30503,28259,330,14222,186
2803302,Japaratuba,15882,16482,175,7303,14906,13879,175,8638,541
2803401,Japoatã,11743,12163,135,6649,12347,10209,154,5709,191
2803500,Lagarto,92654,95726,2500,40777,89425,79661,2510,39409,1466
2803609,Laranjeiras,26613,28176,490,11588,25866,22475,502,12644,201
2803708,Macambira,6512,6203,70,3430,6404,5801,70,3331,275
2803807,Malhada dos Bois,3392,3503,40,1419,3069,3062,43,978,5
2803906,Malhador,11212,11132,120,4985,10806,9478,119,4790,80
2804003,Maruim,15252,14977,165,6321,13579,11889,165,6594,517
2804102,Moita Bonita,10146,10756,125,7096,10340,9563,138,5925,564
2804201,Monte Alegre de Sergipe,13481,13661,135,5255,12677,11244,135,5348,298
2804300,Muribeca,6889,7279,75,2727,6942,6449,75,3230,35
2804409,Neópolis,16129,16198,175,7685,14703,12736,175,6691,236
2804458,Nossa Senhora Aparecida,8043,8302,95,4182,7988,7243,111,3536,103
2804508,Nossa Senhora da Glória,33142,33260,1000,15713,32879,29462,968,14915,840
2804607,Nossa Senhora das Dores,23777,24689,245,10423,24552,20843,245,9507,347
2804706,Nossa Senhora de Lourdes,5747,6030,60,3170,5913,5310,53,2711,251
2804805,Nossa Senhora do Socorro,148039,151306,4100,60487,153920,135097,4175,66593,1451
2804904,Pacatuba,12599,12899,130,6683,11991,11308,136,6204,389
2805000,Pedra Mole,2848,2820,40,1586,2653,2550,42,1460,104
2805109,Pedrinhas,8819,8802,90,3302,7116,6218,91,3004,128
2805208,Pinhão,6384,6167,65,3085,5568,5228,73,2910,305
2805307,Pirambu,8274,8629,80,4126,7969,7410,80,3543,228
2805406,Poço Redondo,29406,32187,280,9510,27614,23572,280,11038,476
2805505,Poço Verde,22008,22889,210,9074,20149,18944,206,9787,325
2805604,Porto da Folha,24957,24829,265,13082,23880,22646,268,12866,753
2805703,Propriá,25990,29171,255,12139,25082,22782,258,11041,548
2805802,Riachão do Dantas,17490,18300,185,6777,16224,14403,183,7332,74
2805901,Riachuelo,8535,9420,100,3940,8105,6974,100,3428,121
2806008,Ribeirópolis,16494,16142,200,9423,15788,14478,197,7899,454
2806107,Rosário do Catete,9660,10054,105,4267,9012,7951,111,4645,212
2806206,Salgado,17683,17414,200,8391,17015,14841,200,7626,340
2806305,Santa Luzia do Itanhy,12205,12579,120,5686,11861,10807,114,5116,186
2806404,Santana do São Francisco,6147,6078,85,2867,6231,5833,85,2885,23
2806503,Santa Rosa de Lima,4350,4400,35,2144,3610,3384,35,1693,110
2806602,Santo Amaro das Brotas,10382,10477,125,5973,10083,9430,125,5398,361
2806701,São Cristóvão,80478,81502,2385,38411,76682,65697,2384,33951,574
2806800,São Domingos,10005,10021,110,4731,9028,8255,107,4544,383
2806909,São Francisco,3502,3578,40,1500,3008,2809,40,1844,139
2807006,São Miguel do Aleixo,3663,3752,40,2249,3583,3048,54,1630,26
2807105,Simão Dias,36075,34863,1050,18021,35578,30970,1078,15339,652
2807204,Siriri,7758,7270,75,3841,7083,6707,75,3785,232
2807303,Telha,2915,2883,45,1476,2786,2496,46,1288,142
2807402,Tobias Barreto,44884,40110,1160,20789,43238,37758,1187,18382,527
2807501,Tomar do Geru,11845,11021,135,5882,9733,8163,139,3292,64
2807600,Umbaúba,22384,21550,240,6613,20244,18887,237,6240,135
