codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2137,30,722,2029,1914,30,717,0
2800209,Aquidabã,19796,18155,210,5809,17724,15693,212,8184,237
2800308,Aracaju,617927,578847,12715,288150,566020,498945,12910,290260,9978
2800407,Arauá,9040,8746,100,4706,9565,8196,102,4227,144
2800506,Areia Branca,16496,15871,185,6946,16398,15265,198,6878,179
2800605,Barra dos Coqueiros,26771,26945,845,14816,27263,22980,967,11688,276
2800670,Boquim,24448,22617,255,11231,21816,20005,252,11189,349
2800704,Brejo Grande,7405,7056,75,1985,7238,6130,75,2462,0
2801009,Campo do Brito,16627,17056,175,6426,15723,13572,175,7376,290
2801108,Canhoba,3666,3643,40,1600,3474,2948,40,1381,0
2801207,Canindé de São Francisco,26334,23619,275,10755,25036,21616,275,8898,156
2801306,Capela,31913,28887,315,11672,32008,27677,357,11635,363
2801405,Carira,19091,19089,195,9799,18371,15753,194,8192,176
2801504,Carmópolis,14082,13400,155,4604,12635,11199,155,4159,100
2801603,Cedro de São João,5215,5069,60,2456,4835,4395,60,2249,32
2801702,Cristinápolis,15769,15689,165,6050,15237,13199,165,4648,4
2801900,Cumbe,3807,3590,45,1552,3556,3212,45,1480,54
2802007,Divina Pastora,4518,4373,50,1819,4096,3924,50,2304,73
2802106,Estância,61018,58241,2500,24278,56187,51278,2510,24465,698
2802205,Feira Nova,5285,5362,55,2576,5092,4423,57,1934,0
2802304,Frei Paulo,13567,13145,150,5138,13534,12359,150,5385,105
2802403,Gararu,10190,10227,120,4425,9920,8852,115,4845,128
2802502,General Maynard,3002,2755,35,1680,2706,2590,35,1702,113
2802601,Gracho Cardoso,5317,5191,65,2828,5635,4983,71,1933,0
2802700,Ilha das Flores,7602,7167,80,2891,7123,6018,80,2906,124
2802809,Indiaroba,15515,15234,145,4763,14621,13624,147,5343,76
2802908,Itabaiana,84026,76959,2400,45910,86596,75580,2519,42058,966
2803005,Itabaianinha,36845,35797,370,9197,33510,28605,370,10362,118
2803104,Itabi,4604,4495,55,1888,4474,4036,56,1963,121
2803203,Itaporanga d'Ajuda,30646,31517,330,10697,30398,27734,330,13166,30
2803302,Japaratuba,15882,15652,175,6418,14852,13434,175,8154,287
2803401,Japoatã,11743,11463,135,6004,11959,9013,154,4856,110
2803500,Lagarto,92654,91326,2500,35617,89229,78406,2510,37682,675
2803609,Laranjeiras,26613,26666,490,10318,25826,22193,502,12224,102
2803708,Macambira,6512,5893,70,3050,6386,5653,70,3197,127
2803807,Malhada dos Bois,3392,3303,40,1249,3069,3061,43,978,5
2803906,Malhador,11212,10562,120,4375,10781,9343,119,4628,3
2804003,Maruim,15252,14067,165,5561,13546,11552,165,6284,356
2804102,Moita Bonita,10146,10296,125,6466,10323,9471,138,5774,339
2804201,Monte Alegre de Sergipe,13481,12861,135,4570,12596,10912,135,4852,15
2804300,Muribeca,6889,6929,75,2367,6898,6245,75,2976,23
2804409,Neópolis,16129,15328,175,6760,14621,12456,175,6328,38
2804458,Nossa Senhora Aparecida,8043,7952,95,3712,7981,7154,111,3408,48
2804508,Nossa Senhora da Glória,33142,31482,1000,13943,32711,29022,968,13640,361
2804607,Nossa Senhora das Dores,23777,23449,245,9108,24456,20416,245,9022,40
2804706,Nossa Senhora de Lourdes,5747,5720,60,2845,5901,5185,53,2526,132
2804805,Nossa Senhora do Socorro,148039,144926,4100,52877,153086,131557,4175,62332,159
2804904,Pacatuba,12599,12139,130,6013,11955,10964,136,5827,236
2805000,Pedra Mole,2848,2670,40,1426,2646,2479,42,1432,76
2805109,Pedrinhas,8819,8342,90,2827,7082,6079,91,2800,68
2805208,Pinhão,6384,5867,65,2740,5559,5148,73,2797,154
2805307,Pirambu,8274,8129,80,3711,7953,7257,80,3303,161
2805406,Poço Redondo,29406,30277,280,7920,27391,22592,280,10009,174
2805505,Poço Verde,22008,21879,210,7799,20076,18539,206,9411,134
2805604,Porto da Folha,24957,23389,265,11727,23816,22172,268,12115,463
2805703,Propriá,25990,27419,255,10729,24981,22318,258,10644,269
2805802,Riachão do Dantas,17490,17400,185,5782,16148,14069,183,6994,14
2805901,Riachuelo,8535,8880,100,3490,8074,6792,100,3312,24
2806008,Ribeirópolis,16494,15382,200,8438,15777,14303,197,7685,311
2806107,Rosário do Catete,9660,9314,105,3797,8939,7756,111,4406,53
2806206,Salgado,17683,16524,200,7401,16949,14384,200,7097,112
2806305,Santa Luzia do Itanhy,12205,11779,120,5066,11811,10438,114,4724,54
2806404,Santana do São Francisco,6147,5878,85,2512,6222,5800,85,2871,11
2806503,Santa Rosa de Lima,4350,3990,35,1939,3606,3320,35,1637,72
2806602,Santo Amaro das Brotas,10382,9827,125,5398,10064,9317,125,5163,214
2806701,São Cristóvão,80478,77262,2385,31793,76225,63357,2384,31388,147
2806800,São Domingos,10005,9481,110,4171,9011,8203,107,4325,79
2806909,São Francisco,3502,3408,40,1320,2999,2745,40,1761,29
2807006,São Miguel do Aleixo,3663,3582,40,2049,3559,2963,54,1510,0
2807105,Simão Dias,36075,33183,1050,15876,35463,30465,1078,14455,291
2807204,Siriri,7758,6770,75,3411,7070,6583,75,3623,140
2807303,Telha,2915,2733,45,1321,2782,2390,46,1244,74
2807402,Tobias Barreto,44884,37900,1160,18089,42684,37236,1187,17589,149
2807501,Tomar do Geru,11845,10441,135,5262,9699,8032,139,3036,2
2807600,Umbaúba,22384,20188,240,5468,20093,17735,237,5569,37
