codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2257,30,832,2034,1954,30,732,0
2800209,Aquidabã,19796,19145,210,6924,17801,16149,212,8782,489
2800308,Aracaju,617927,609877,12715,324765,566020,511577,12911,306281,19578
2800407,Arauá,9040,9226,100,5181,9571,8435,102,4371,302
2800506,Areia Branca,16496,16771,185,7811,16456,15382,198,7566,296
2800605,Barra dos Coqueiros,26771,28355,845,16171,27485,23794,967,12670,625
2800670,Boquim,24448,23827,255,12596,21866,20308,252,11687,738
2800704,Brejo Grande,7405,7556,75,2365,7257,6427,75,2612,1
2801009,Campo do Brito,16627,17856,175,7366,15782,13862,175,7798,620
2801108,Canhoba,3666,3843,40,1805,3488,3033,40,1479,28
2801207,Canindé de São Francisco,26334,25279,275,12040,25202,22203,275,9750,342
2801306,Capela,31913,30607,315,13267,32114,28239,357,12634,721
2801405,Carira,19091,20099,195,10934,18448,16168,194,8670,488
2801504,Carmópolis,14082,14290,155,5269,12739,11549,155,4702,186
2801603,Cedro de São João,5215,5299,60,2766,4843,4486,60,2356,226
2801702,Cristinápolis,15769,16699,165,6865,15355,13705,165,5180,67
2801900,Cumbe,3807,3760,45,1762,3559,3296,45,1591,161
2802007,Divina Pastora,4518,4653,50,2049,4111,4000,50,2419,91
2802106,Estância,61018,61421,2500,27553,56712,52973,2510,26756,1331
2802205,Feira Nova,5285,5632,55,2846,5126,4548,57,2035,12
2802304,Frei Paulo,13567,13845,150,5898,13583,12629,150,5720,227
2802403,Gararu,10190,10757,120,5005,9943,9077,115,5182,305
2802502,General Maynard,3002,2925,35,1835,2688,2596,35,1812,129
2802601,Gracho Cardoso,5317,5461,65,3148,5672,5057,71,2687,158
2802700,Ilha das Flores,7602,7647,80,3306,7199,6258,80,3087,194
2802809,Indiaroba,15515,16284,145,5563,14899,14067,147,5831,316
2802908,Itabaiana,84026,81561,2400,50525,87061,76955,2519,44253,2355
2803005,Itabaianinha,36845,37937,370,11152,33624,29054,370,10804,317
2803104,Itabi,4604,4695,55,2153,4491,4103,56,2109,250
2803203,Itaporanga d'Ajuda,30646,33237,330,12267,30518,28321,330,14314,201
2803302,Japaratuba,15882,16482,175,7303,14912,13914,175,8652,557
2803401,Japoatã,11743,12163,135,6649,12365,10234,154,5732,243
2803500,Lagarto,92654,95726,2500,40777,89452,79830,2510,39632,1565
2803609,Laranjeiras,26613,28176,490,11588,25870,22518,502,12698,216
2803708,Macambira,6512,6203,70,3430,6405,5814,70,3350,283
2803807,Malhada dos Bois,3392,3503,40,1419,3071,3066,43,989,8
2803906,Malhador,11212,11132,120,4985,10818,9507,119,4816,91
2804003,Maruim,15252,14977,165,6321,13581,11906,165,6612,520
2804102,Moita Bonita,10146,10756,125,7096,10343,9592,138,5951,575
2804201,Monte Alegre de Sergipe,13481,13661,135,5255,12683,11282,135,5402,311
2804300,Muribeca,6889,7279,75,2727,6947,6460,75,3274,63
2804409,Neópolis,16129,16198,175,7685,14708,12753,175,6745,253
2804458,Nossa Senhora Aparecida,8043,8302,95,4182,7988,7252,111,3542,111
2804508,Nossa Senhora da Glória,33142,33260,1000,15713,32905,29595,968,14986,859
2804607,Nossa Senhora das Dores,23777,24689,245,10423,24558,20872,245,9550,367
2804706,Nossa Senhora de Lourdes,5747,6030,60,3170,5916,5328,53,2720,256
2804805,Nossa Senhora do Socorro,148039,151306,4100,60487,154040,135394,4175,67249,1655
2804904,Pacatuba,12599,12899,130,6683,11997,11411,136,6252,402
2805000,Pedra Mole,2848,2820,40,1586,2654,2567,42,1464,105
2805109,Pedrinhas,8819,8802,90,3302,7118,6229,91,3027,148
2805208,Pinhão,6384,6167,65,3085,5568,5232,73,2912,305
2805307,Pirambu,8274,8629,80,4126,7969,7417,80,3551,232
2805406,Poço Redondo,29406,32187,280,9510,27647,23733,280,11166,493
2805505,Poço Verde,22008,22889,210,9074,20150,18972,206,9814,343
2805604,Porto da Folha,24957,24829,265,13082,23881,22647,268,12868,771
2805703,Propriá,25990,29171,255,12139,25092,22831,258,11099,579
2805802,Riachão do Dantas,17490,18300,185,6777,16228,14422,183,7355,79
2805901,Riachuelo,8535,9420,100,3940,8112,7205,100,3450,136
2806008,Ribeirópolis,16494,16142,200,9423,15790,14503,197,7922,463
2806107,Rosário do Catete,9660,10054,105,4267,9023,7981,111,4661,216
2806206,Salgado,17683,17414,200,8391,17015,14847,200,7679,362
2806305,Santa Luzia do Itanhy,12205,12579,120,5686,11870,10854,114,5128,193
2806404,Santana do São Francisco,6147,6078,85,2867,6231,5836,85,2890,26
2806503,Santa Rosa de Lima,4350,4400,35,2144,3617,3400,35,1715,112
2806602,Santo Amaro das Brotas,10382,10477,125,5973,10084,9448,125,5446,368
2806701,São Cristóvão,80478,81502,2385,38411,76725,65844,2384,34185,616
2806800,São Domingos,10005,10021,110,4731,9029,8255,107,4563,419
2806909,São Francisco,3502,3578,40,1500,3008,2809,40,1844,139
2807006,São Miguel do Aleixo,3663,3752,40,2249,3583,3050,54,1635,38
2807105,Simão Dias,36075,34863,1050,18021,35589,31014,1078,15693,752
2807204,Siriri,7758,7270,75,3841,7086,6720,75,3799,246
2807303,Telha,2915,2883,45,1476,2788,2511,46,1296,142
2807402,Tobias Barreto,44884,40110,1160,20789,43259,37818,1187,18461,581
2807501,Tomar do Geru,11845,11021,135,5882,9743,8175,139,3332,69
2807600,Umbaúba,22384,21550,240,6613,20268,18996,237,6401,141
