codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco
2800100,Amparo de São Francisco,1823,1603,30,178,1781,1526,30,144
2800209,Aquidabã,16813,15463,210,1548,15444,9881,212,1014
2800308,Aracaju,529750,494018,12715,58913,504527,396852,12589,39330
2800407,Arauá,7510,6663,100,726,8136,5636,102,419
2800506,Areia Branca,13778,12284,185,1116,13777,10504,198,784
2800605,Barra dos Coqueiros,22355,20817,845,2010,23428,15829,967,1015
2800670,Boquim,20846,18749,255,2347,18649,13648,252,1533
2800704,Brejo Grande,5914,5198,75,392,5824,3824,75,140
2801009,Campo do Brito,13999,12610,175,1811,13447,9366,175,1045
2801108,Canhoba,3058,2719,40,307,2905,1949,40,51
2801207,Canindé de São Francisco,21330,18741,275,1453,20480,12504,275,586
2801306,Capela,26273,23645,315,2174,22528,14799,357,964
2801405,Carira,16317,14739,195,1833,15910,11129,194,1356
2801504,Carmópolis,11696,10321,155,655,10310,6172,155,425
2801603,Cedro de São João,4456,3907,60,530,4236,3126,60,391
2801702,Cristinápolis,13179,12007,165,1200,12248,7524,165,493
2801900,Cumbe,3185,2806,45,365,3100,2525,45,248
2802007,Divina Pastora,3704,3228,50,354,3428,2594,50,243
2802106,Estância,51931,46337,2500,4793,47516,32281,2510,2371
2802205,Feira Nova,4308,3811,55,427,3931,2976,57,117
2802304,Frei Paulo,11300,9961,150,1192,11645,8736,150,942
2802403,Gararu,8706,7817,120,874,8620,6088,115,379
2802502,General Maynard,2454,2209,35,241,2354,1956,35,308
2802601,Gracho Cardoso,4485,3981,65,588,4743,3058,71,364
2802700,Ilha das Flores,6151,5373,80,542,5833,4143,80,412
2802809,Indiaroba,12394,10939,145,895,11930,7392,147,467
2802908,Itabaiana,70990,63249,2400,7781,71627,54673,2519,4985
2803005,Itabaianinha,31096,27727,370,2725,29830,21013,370,1251
2803104,Itabi,3944,3509,55,485,3769,2771,56,298
2803203,Itaporanga d'Ajuda,25544,23445,330,2095,25434,16861,330,1520
2803302,Japaratuba,13606,12136,175,1332,12777,9116,175,752
2803401,Japoatã,9811,8390,135,789,9499,6584,154,231
2803500,Lagarto,80742,72244,2500,9880,79787,60235,2510,4928
2803609,Laranjeiras,22028,19956,490,1610,22832,17029,502,812
2803708,Macambira,5390,4629,70,726,5480,4341,70,589
2803807,Malhada dos Bois,2737,2587,40,281,2627,1506,43,159
2803906,Malhador,9620,8666,120,860,9164,6241,119,544
2804003,Maruim,12505,11251,165,1035,11594,7968,165,758
2804102,Moita Bonita,8870,8106,125,1174,8955,7022,138,783
2804201,Monte Alegre de Sergipe,11062,9959,135,863,10388,6134,135,300
2804300,Muribeca,5808,5329,75,472,5979,4689,75,357
2804409,Neópolis,13758,12506,175,1326,12339,7517,175,900
2804458,Nossa Senhora Aparecida,6917,6241,95,841,6847,5275,111,492
2804508,Nossa Senhora da Glória,27518,24717,1000,2852,26797,21978,968,1387
2804607,Nossa Senhora das Dores,20418,18313,245,2293,20956,13711,245,1404
2804706,Nossa Senhora de Lourdes,4863,4402,60,487,5161,3394,53,257
2804805,Nossa Senhora do Socorro,135049,122120,4100,8722,132076,86855,4175,7169
2804904,Pacatuba,10315,9051,130,776,10197,7412,136,574
2805000,Pedra Mole,2348,2127,40,269,2274,1867,42,213
2805109,Pedrinhas,7397,6672,90,573,6244,4402,91,146
2805208,Pinhão,5155,4637,65,547,4771,3568,73,315
2805307,Pirambu,6734,5778,80,827,6772,4482,80,451
2805406,Poço Redondo,23721,20894,280,2192,22324,13621,280,1446
2805505,Poço Verde,18962,17161,210,1921,17392,13461,206,1109
2805604,Porto da Folha,20675,18564,265,2010,20188,15296,268,1187
2805703,Propriá,22272,20063,255,2191,21901,16011,258,1136
2805802,Riachão do Dantas,15034,13290,185,1548,14196,10204,183,583
2805901,Riachuelo,7245,6445,100,647,6837,4811,100,378
2806008,Ribeirópolis,14400,12734,200,1724,13604,9684,197,1274
2806107,Rosário do Catete,8136,7174,105,705,7701,5836,111,436
2806206,Salgado,15009,13474,200,1593,14920,10361,200,765
2806305,Santa Luzia do Itanhy,10044,9213,120,694,9926,6997,114,327
2806404,Santana do São Francisco,5463,3300,85,367,5146,3708,85,278
2806503,Santa Rosa de Lima,2992,4077,35,335,3024,2302,35,259
2806602,Santo Amaro das Brotas,8854,8384,125,854,8476,6217,125,481
2806701,São Cristóvão,67134,60134,2385,4370,62745,31297,2384,15
2806800,São Domingos,8543,7502,110,857,7586,5843,107,703
2806909,São Francisco,2916,2562,40,242,2502,1896,40,179
2807006,São Miguel do Aleixo,3098,2822,40,432,2986,2281,54,211
2807105,Simão Dias,31518,28751,1050,3333,30508,21385,1078,1675
2807204,Siriri,6238,5490,75,648,5964,4546,75,566
2807303,Telha,2439,2165,45,257,2371,1681,46,155
2807402,Tobias Barreto,38818,33682,1160,4088,37872,28040,1187,2326
2807501,Tomar do Geru,10403,9335,135,786,8587,5676,139,291
2807600,Umbaúba,18949,16903,240,1444,17397,10541,237,729
