codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2257,30,1311,2043,1983,30,881,68
2800209,Aquidabã,19796,19145,210,10979,17992,16646,212,9470,1947
2800308,Aracaju,617927,609877,12715,426043,566020,521996,12911,333021,94898
2800407,Arauá,9040,9226,100,7106,9583,8578,102,4642,695
2800506,Areia Branca,16496,16771,185,11064,16580,15621,198,8413,1137
2800605,Barra dos Coqueiros,26771,28355,845,21945,27648,24398,967,13978,2549
2800670,Boquim,24448,23827,255,16554,21938,20636,252,12575,2912
2800704,Brejo Grande,7405,7556,75,3891,7287,6709,75,2837,251
2801009,Campo do Brito,16627,17856,175,11112,15815,14033,175,8182,1116
2801108,Canhoba,3666,3843,40,2547,3497,3061,40,1617,116
2801207,Canindé de São Francisco,26334,25279,275,17326,25331,22619,275,10638,1432
2801306,Capela,31913,30607,315,19555,32407,28764,357,14720,2735
2801405,Carira,19091,20099,195,14607,18489,16443,194,9358,1802
2801504,Carmópolis,14082,14290,155,8146,12874,11853,155,5368,1018
2801603,Cedro de São João,5215,5299,60,3950,4851,4519,60,2495,500
2801702,Cristinápolis,15769,16699,165,10021,15431,13971,165,5787,501
2801900,Cumbe,3807,3760,45,2530,3567,3351,45,1698,378
2802007,Divina Pastora,4518,4653,50,3350,4116,4076,50,2890,738
2802106,Estância,61018,61421,2500,41948,56798,54117,2510,29567,6673
2802205,Feira Nova,5285,5632,55,3844,5144,4648,57,2134,147
2802304,Frei Paulo,13567,13845,150,8637,13618,12800,150,6072,1192
2802403,Gararu,10190,10757,120,7041,9979,9341,115,5783,755
2802502,General Maynard,3002,2925,35,2492,2697,2642,116,2043,622
2802601,Gracho Cardoso,5317,5461,65,4274,5702,5157,71,3142,746
2802700,Ilha das Flores,7602,7647,80,4843,7228,6424,80,3374,584
2802809,Indiaroba,15515,16284,145,8636,15043,14331,147,6516,820
2802908,Itabaiana,84026,81561,2400,68359,87501,78390,2519,48606,10756
2803005,Itabaianinha,36845,37937,370,18291,33826,29708,370,11973,1331
2803104,Itabi,4604,4695,55,3096,4507,4199,56,2339,558
2803203,Itaporanga d'Ajuda,30646,33237,330,18272,30673,28972,330,15992,1834
2803302,Japaratuba,15882,16482,175,10635,14964,14161,175,9452,1814
2803401,Japoatã,11743,12163,135,9112,12736,10784,154,7039,1012
2803500,Lagarto,92654,95726,2500,60778,89744,80978,2510,43082,7993
2803609,Laranjeiras,26613,28176,490,16549,25928,22928,502,13616,2146
2803708,Macambira,6512,6203,70,4759,6423,5903,70,3616,834
2803807,Malhada dos Bois,3392,3503,40,2117,3071,3069,43,1009,15
2803906,Malhador,11212,11132,120,7173,10839,9702,119,5090,947
2804003,Maruim,15252,14977,165,9281,13639,12194,165,7450,1413
2804102,Moita Bonita,10146,10756,125,8242,10370,9786,138,6402,1344
2804201,Monte Alegre de Sergipe,13481,13661,135,7892,12795,11568,135,6024,837
2804300,Muribeca,6889,7279,75,4427,6976,6634,75,3938,803
2804409,Neópolis,16129,16198,175,11027,14793,12977,175,7361,1124
2804458,Nossa Senhora Aparecida,8043,8302,95,5814,7997,7334,111,3781,694
2804508,Nossa Senhora da Glória,33142,33260,1000,25526,33099,30185,968,16542,2799
2804607,Nossa Senhora das Dores,23777,24689,245,15386,24640,21210,245,10360,1923
2804706,Nossa Senhora de Lourdes,5747,6030,60,4376,5935,5408,53,3034,749
2804805,Nossa Senhora do Socorro,148039,151306,4100,95473,154978,138491,4175,73783,12317
2804904,Pacatuba,12599,12899,130,9146,12163,11703,136,7208,1562
2805000,Pedra Mole,2848,2820,40,2255,2660,2617,42,1583,354
2805109,Pedrinhas,8819,8802,90,5027,7132,6284,91,3219,527
2805208,Pinhão,6384,6167,65,4323,5632,5342,73,3099,672
2805307,Pirambu,8274,8629,80,5804,8024,7581,80,3976,902
2805406,Poço Redondo,29406,32187,280,15572,27832,24343,280,12241,1466
2805505,Poço Verde,22008,22889,210,13370,20199,19226,206,10646,1868
2805604,Porto da Folha,24957,24829,265,18211,23958,22912,268,14229,2300
2805703,Propriá,25990,29171,255,17776,25220,23215,258,11879,2091
2805802,Riachão do Dantas,17490,18300,185,10307,16351,14781,183,8060,1101
2805901,Riachuelo,8535,9420,100,5794,8352,7733,100,4038,471
2806008,Ribeirópolis,16494,16142,200,12895,15811,14582,197,8202,1132
2806107,Rosário do Catete,9660,10054,105,6192,9084,8240,111,5086,991
2806206,Salgado,17683,17414,200,11844,17084,15200,200,8408,1715
2806305,Santa Luzia do Itanhy,12205,12579,120,8347,11937,11122,114,5613,706
2806404,Santana do São Francisco,6147,6078,85,4880,6237,5910,85,3086,393
2806503,Santa Rosa de Lima,4350,4400,35,2371,3621,3470,35,2055,446
2806602,Santo Amaro das Brotas,10382,10477,125,8111,10115,9692,125,6317,1421
