codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2257,30,1004,2043,1983,30,851,56
2800209,Aquidabã,19796,19145,210,8706,17832,16361,212,9193,1090
2800308,Aracaju,617927,609877,12715,353109,566020,518593,12911,320654,54740
2800407,Arauá,9040,9226,100,6061,9583,8561,102,4458,513
2800506,Areia Branca,16496,16771,185,9106,16535,15487,198,8020,540
2800605,Barra dos Coqueiros,26771,28355,845,18724,27586,24240,967,13349,1268
2800670,Boquim,24448,23827,255,13721,21889,20483,252,12041,1441
2800704,Brejo Grande,7405,7556,75,2962,7280,6690,75,2772,122
2801009,Campo do Brito,16627,17856,175,9288,15803,13981,175,7983,840
2801108,Canhoba,3666,3843,40,2115,3497,3057,40,1601,102
2801207,Canindé de São Francisco,26334,25279,275,13757,25296,22530,275,10289,710
2801306,Capela,31913,30607,315,15809,32368,28613,357,13890,1407
2801405,Carira,19091,20099,195,12362,18471,16391,194,8965,854
2801504,Carmópolis,14082,14290,155,6171,12795,11688,155,4995,386
2801603,Cedro de São João,5215,5299,60,3254,4850,4514,60,2473,440
2801702,Cristinápolis,15769,16699,165,8004,15411,13903,165,5472,232
2801900,Cumbe,3807,3760,45,2116,3565,3339,45,1652,221
2802007,Divina Pastora,4518,4653,50,2707,4113,4056,50,2768,332
2802106,Estância,61018,61421,2500,32369,56764,53745,2510,28213,3875
2802205,Feira Nova,5285,5632,55,3266,5137,4626,57,2086,44
2802304,Frei Paulo,13567,13845,150,7065,13609,12755,150,5932,631
2802403,Gararu,10190,10757,120,5885,9959,9259,115,5466,474
2802502,General Maynard,3002,2925,35,2067,2694,2636,116,2013,313
2802601,Gracho Cardoso,5317,5461,65,3675,5694,5110,71,2892,306
2802700,Ilha das Flores,7602,7647,80,3920,7222,6387,80,3272,342
2802809,Indiaroba,15515,16284,145,6630,15023,14262,147,6287,580
2802908,Itabaiana,84026,81561,2400,57394,87346,77819,2519,45902,4896
2803005,Itabaianinha,36845,37937,370,13772,33747,29483,370,11367,659
2803104,Itabi,4604,4695,55,2579,4506,4173,56,2274,369
2803203,Itaporanga d'Ajuda,30646,33237,330,14494,30620,28794,330,15287,915
2803302,Japaratuba,15882,16482,175,8733,14945,14062,175,8992,893
2803401,Japoatã,11743,12163,135,7617,12498,10535,154,6306,545
2803500,Lagarto,92654,95726,2500,48627,89661,80717,2510,41550,3608
2803609,Laranjeiras,26613,28176,490,13259,25906,22764,502,13080,941
2803708,Macambira,6512,6203,70,4039,6414,5876,70,3458,472
2803807,Malhada dos Bois,3392,3503,40,1663,3071,3069,43,1009,15
2803906,Malhador,11212,11132,120,5891,10830,9615,119,4937,550
2804003,Maruim,15252,14977,165,7371,13617,12136,165,7078,784
2804102,Moita Bonita,10146,10756,125,7160,10357,9709,138,6135,821
2804201,Monte Alegre de Sergipe,13481,13661,135,6217,12772,11508,135,5704,493
2804300,Muribeca,6889,7279,75,3663,6965,6598,75,3537,134
2804409,Neópolis,16129,16198,175,9097,14760,12887,175,6918,424
2804458,Nossa Senhora Aparecida,8043,8302,95,4930,7993,7320,111,3606,213
2804508,Nossa Senhora da Glória,33142,33260,1000,21346,33079,30079,968,15971,1578
2804607,Nossa Senhora das Dores,23777,24689,245,12420,24620,21115,245,9961,1111
2804706,Nossa Senhora de Lourdes,5747,6030,60,3723,5926,5369,53,2869,342
2804805,Nossa Senhora do Socorro,148039,151306,4100,76020,154695,137484,4175,70656,6448
