codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2137,30,722,2029,1914,30,717,0
2800209,Aquidabã,19796,18155,210,5809,17742,15782,212,8327,266
2800308,Aracaju,617927,578847,12715,291660,566020,502091,12910,293330,12285
2800407,Arauá,9040,8746,100,4706,9567,8209,102,4248,166
2800506,Areia Branca,16496,15871,185,6946,16404,15276,198,7042,193
2800605,Barra dos Coqueiros,26771,26945,845,14816,27303,23184,967,11944,377
2800670,Boquim,24448,22617,255,11231,21823,20044,252,11315,487
2800704,Brejo Grande,7405,7056,75,1985,7242,6217,75,2518,0
2801009,Campo do Brito,16627,17056,175,6426,15726,13621,175,7422,336
2801108,Canhoba,3666,3643,40,1600,3474,2986,40,1381,0
2801207,Canindé de São Francisco,26334,23619,275,10755,25066,21706,275,9078,189
2801306,Capela,31913,28887,315,11672,32047,27807,357,11888,475
2801405,Carira,19091,19089,195,9799,18397,15873,194,8333,329
2801504,Carmópolis,14082,13400,155,4604,12645,11245,155,4296,124
2801603,Cedro de São João,5215,5069,60,2456,4835,4402,60,2264,50
2801702,Cristinápolis,15769,15689,165,6050,15288,13426,165,4879,35
2801900,Cumbe,3807,3590,45,1552,3556,3225,45,1501,73
2802007,Divina Pastora,4518,4373,50,1819,4100,3944,50,2324,76
2802106,Estância,61018,58241,2500,24278,56264,51873,2510,25276,922
2802205,Feira Nova,5285,5362,55,2576,5093,4445,57,1955,0
2802304,Frei Paulo,13567,13145,150,5138,13545,12395,150,5565,142
2802403,Gararu,10190,10227,120,4425,9928,8869,115,4936,170
2802502,General Maynard,3002,2755,35,1680,2707,2602,35,1723,113
2802601,Gracho Cardoso,5317,5191,65,2828,5635,4983,71,1933,0
2802700,Ilha das Flores,7602,7167,80,2891,7128,6048,80,2946,140
2802809,Indiaroba,15515,15234,145,4763,14677,13698,147,5449,143
2802908,Itabaiana,84026,76959,2400,45910,86695,75852,2519,42539,1377
2803005,Itabaianinha,36845,35797,370,9197,33526,28654,370,10443,150
2803104,Itabi,4604,4495,55,1888,4477,4042,56,1975,147
2803203,Itaporanga d'Ajuda,30646,31517,330,10697,30430,27876,330,13429,37
2803302,Japaratuba,15882,15652,175,6418,14873,13491,175,8264,380
2803401,Japoatã,11743,11463,135,6004,11962,9206,154,4957,145
2803500,Lagarto,92654,91326,2500,35617,89277,78629,2510,38167,870
2803609,Laranjeiras,26613,26666,490,10318,25842,22261,502,12349,120
2803708,Macambira,6512,5893,70,3050,6388,5694,70,3217,164
2803807,Malhada dos Bois,3392,3303,40,1249,3069,3061,43,978,5
2803906,Malhador,11212,10562,120,4375,10792,9388,119,4696,4
2804003,Maruim,15252,14067,165,5561,13547,11577,165,6325,409
2804102,Moita Bonita,10146,10296,125,6466,10326,9476,138,5799,392
2804201,Monte Alegre de Sergipe,13481,12861,135,4570,12619,11009,135,4986,76
2804300,Muribeca,6889,6929,75,2367,6901,6265,75,2976,23
2804409,Neópolis,16129,15328,175,6760,14648,12493,175,6402,80
2804458,Nossa Senhora Aparecida,8043,7952,95,3712,7984,7180,111,3443,59
2804508,Nossa Senhora da Glória,33142,31482,1000,13943,32781,29149,968,13923,485
2804607,Nossa Senhora das Dores,23777,23449,245,9108,24497,20572,245,9200,133
2804706,Nossa Senhora de Lourdes,5747,5720,60,2845,5905,5204,53,2579,193
2804805,Nossa Senhora do Socorro,148039,144926,4100,52877,153231,132091,4175,63201,315
2804904,Pacatuba,12599,12139,130,6013,11961,11026,136,5911,275
2805000,Pedra Mole,2848,2670,40,1426,2646,2493,42,1438,78
2805109,Pedrinhas,8819,8342,90,2827,7089,6108,91,2875,90
2805208,Pinhão,6384,5867,65,2740,5559,5164,73,2815,180
2805307,Pirambu,8274,8129,80,3711,7957,7302,80,3358,197
2805406,Poço Redondo,29406,30277,280,7920,27407,22717,280,10105,198
2805505,Poço Verde,22008,21879,210,7799,20105,18605,206,9534,185
2805604,Porto da Folha,24957,23389,265,11727,23817,22181,268,12398,482
2805703,Propriá,25990,27419,255,10729,25002,22435,258,10728,315
2805802,Riachão do Dantas,17490,17400,185,5782,16162,14121,183,7052,28
2805901,Riachuelo,8535,8880,100,3490,8086,6848,100,3337,63
2806008,Ribeirópolis,16494,15382,200,8438,15781,14339,197,7743,335
2806107,Rosário do Catete,9660,9314,105,3797,8946,7783,111,4459,89
2806206,Salgado,17683,16524,200,7401,16961,14459,200,7202,201
2806305,Santa Luzia do Itanhy,12205,11779,120,5066,11819,10499,114,4789,90
2806404,Santana do São Francisco,6147,5878,85,2512,6226,5805,85,2871,11
2806503,Santa Rosa de Lima,4350,3990,35,1939,3606,3332,35,1660,79
2806602,Santo Amaro das Brotas,10382,9827,125,5398,10067,9342,125,5188,220
2806701,São Cristóvão,80478,77262,2385,34471,76340,64143,2384,32187,244
2806800,São Domingos,10005,9481,110,4171,9015,8222,107,4352,160
2806909,São Francisco,3502,3408,40,1320,3006,2761,40,1770,56
2807006,São Miguel do Aleixo,3663,3582,40,2049,3580,3034,54,1630,0
2807105,Simão Dias,36075,33183,1050,15876,35482,30566,1078,14637,379
2807204,Siriri,7758,6770,75,3411,7075,6625,75,3701,168
2807303,Telha,2915,2733,45,1321,2782,2398,46,1244,95
2807402,Tobias Barreto,44884,37900,1160,18089,42986,37367,1187,17741,219
2807501,Tomar do Geru,11845,10441,135,5262,9715,8073,139,3124,9
2807600,Umbaúba,22384,20188,240,5468,20110,17806,237,5662,53
