codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2257,30,832,2037,1960,30,747,16
2800209,Aquidabã,19796,19145,210,6924,17805,16202,212,8838,532
2800308,Aracaju,617927,609877,12715,324765,566020,512845,12911,307984,20268
2800407,Arauá,9040,9226,100,5181,9576,8475,102,4396,344
2800506,Areia Branca,16496,16771,185,7811,16466,15398,198,7595,317
2800605,Barra dos Coqueiros,26771,28355,845,16171,27505,23885,967,12791,652
2800670,Boquim,24448,23827,255,12596,21868,20326,252,11734,802
2800704,Brejo Grande,7405,7556,75,2365,7262,6500,75,2624,17
2801009,Campo do Brito,16627,17856,175,7366,15786,13892,175,7843,647
2801108,Canhoba,3666,3843,40,1805,3496,3044,40,1488,28
2801207,Canindé de São Francisco,26334,25279,275,12040,25213,22237,275,9820,342
2801306,Capela,31913,30607,315,13267,32127,28307,357,12831,774
2801405,Carira,19091,20099,195,10934,18455,16217,194,8717,503
2801504,Carmópolis,14082,14290,155,5269,12759,11591,155,4730,189
2801603,Cedro de São João,5215,5299,60,2766,4844,4489,60,2371,252
2801702,Cristinápolis,15769,16699,165,6865,15361,13738,165,5244,75
2801900,Cumbe,3807,3760,45,1762,3561,3315,45,1603,170
2802007,Divina Pastora,4518,4653,50,2049,4112,4013,50,2436,96
2802106,Estância,61018,61421,2500,27553,56722,53114,2510,26933,1397
2802205,Feira Nova,5285,5632,55,2846,5127,4551,57,2043,12
2802304,Frei Paulo,13567,13845,150,5898,13586,12641,150,5732,235
2802403,Gararu,10190,10757,120,5005,9946,9120,115,5220,309
2802502,General Maynard,3002,2925,35,1835,2644,2501,116,1692,138
2802601,Gracho Cardoso,5317,5461,65,3148,5672,5057,71,2687,158
2802700,Ilha das Flores,7602,7647,80,3306,7202,6311,80,3134,196
2802809,Indiaroba,15515,16284,145,5563,14903,14089,147,5865,318
2802908,Itabaiana,84026,81561,2400,50525,87119,77115,2519,44557,2475
2803005,Itabaianinha,36845,37937,370,11152,33631,29137,370,10853,352
2803104,Itabi,4604,4695,55,2153,4492,4111,56,2143,261
2803203,Itaporanga d'Ajuda,30646,33237,330,12267,30527,28379,330,14435,229
2803302,Japaratuba,15882,16482,175,7303,14916,13940,175,8747,584
2803401,Japoatã,11743,12163,135,6649,12365,10235,154,5734,249
2803500,Lagarto,92654,95726,2500,40777,89502,79999,2510,39858,1697
2803609,Laranjeiras,26613,28176,490,11588,25875,22576,502,12770,241
2803708,Macambira,6512,6203,70,3430,6406,5831,70,3365,340
2803807,Malhada dos Bois,3392,3503,40,1419,3071,3069,43,1001,12
2803906,Malhador,11212,11132,120,4985,10818,9528,119,4829,94
2804003,Maruim,15252,14977,165,6321,13586,11948,165,6643,521
2804102,Moita Bonita,10146,10756,125,7096,10349,9618,138,5977,587
2804201,Monte Alegre de Sergipe,13481,13661,135,5255,12686,11295,135,5422,316
2804300,Muribeca,6889,7279,75,2727,6949,6504,75,3321,71
2804409,Neópolis,16129,16198,175,7685,14708,12753,175,6745,253
2804458,Nossa Senhora Aparecida,8043,8302,95,4182,7989,7263,111,3563,138
2804508,Nossa Senhora da Glória,33142,33260,1000,15713,32995,29708,968,15183,954
2804607,Nossa Senhora das Dores,23777,24689,245,10423,24568,20918,245,9638,425
2804706,Nossa Senhora de Lourdes,5747,6030,60,3170,5917,5338,53,2735,258
2804805,Nossa Senhora do Socorro,148039,151306,4100,60487,154195,135802,4175,67854,1785
2804904,Pacatuba,12599,12899,130,6683,12004,11493,136,6320,413
2805000,Pedra Mole,2848,2820,40,1586,2654,2567,42,1464,105
2805109,Pedrinhas,8819,8802,90,3302,7119,6234,91,3044,155
2805208,Pinhão,6384,6167,65,3085,5569,5237,73,2914,306
2805307,Pirambu,8274,8629,80,4126,7976,7455,80,3586,249
2805406,Poço Redondo,29406,32187,280,9510,27725,23819,280,11186,498
2805505,Poço Verde,22008,22889,210,9074,20155,19012,206,9857,376
2805604,Porto da Folha,24957,24829,265,13082,23914,22692,268,12900,810
2805703,Propriá,25990,29171,255,12139,25102,22897,258,11157,618
2805802,Riachão do Dantas,17490,18300,185,6777,16235,14471,183,7397,92
2805901,Riachuelo,8535,9420,100,3940,8113,7256,100,3472,144
2806008,Ribeirópolis,16494,16142,200,9423,15804,14519,197,7955,554
2806107,Rosário do Catete,9660,10054,105,4267,9024,7991,111,4682,221
2806206,Salgado,17683,17414,200,8391,17032,14893,200,7725,375
2806305,Santa Luzia do Itanhy,12205,12579,120,5686,11877,10902,114,5159,206
2806404,Santana do São Francisco,6147,6078,85,2867,6231,5838,85,2895,31
2806503,Santa Rosa de Lima,4350,4400,35,2144,3617,3406,35,1719,112
2806602,Santo Amaro das Brotas,10382,10477,125,5973,10085,9465,125,5495,391
2806701,São Cristóvão,80478,81502,2385,38411,76767,65991,2384,34336,653
2806800,São Domingos,10005,10021,110,4731,9030,8255,107,4585,442
2806909,São Francisco,3502,3578,40,1500,3008,2821,40,1858,142
2807006,São Miguel do Aleixo,3663,3752,40,2249,3587,3071,54,1646,39
2807105,Simão Dias,36075,34863,1050,18021,35604,31053,1078,15865,787
2807204,Siriri,7758,7270,75,3841,7089,6728,75,3805,247
2807303,Telha,2915,2883,45,1476,2788,2511,46,1314,142
2807402,Tobias Barreto,44884,40110,1160,20789,43271,37936,1187,18588,658
2807501,Tomar do Geru,11845,11021,135,5882,9748,8187,139,3351,70
2807600,Umbaúba,22384,21550,240,6613,20310,19122,237,6626,160
