codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2257,30,1004,2037,1961,30,783,16
2800209,Aquidabã,19796,19145,210,8706,17817,16279,212,8949,590
2800308,Aracaju,617927,609877,12715,353109,566020,515684,12911,311142,21841
2800407,Arauá,9040,9226,100,6061,9583,8541,102,4429,415
2800506,Areia Branca,16496,16771,185,9106,16477,15416,198,7875,332
2800605,Barra dos Coqueiros,26771,28355,845,18724,27540,24004,967,12960,688
2800670,Boquim,24448,23827,255,13721,21876,20398,252,11841,885
2800704,Brejo Grande,7405,7556,75,2962,7274,6607,75,2670,56
2801009,Campo do Brito,16627,17856,175,9288,15787,13919,175,7892,656
2801108,Canhoba,3666,3843,40,2115,3496,3044,40,1509,36
2801207,Canindé de São Francisco,26334,25279,275,13757,25238,22318,275,9916,397
2801306,Capela,31913,30607,315,15809,32138,28438,357,13175,890
2801405,Carira,19091,20099,195,12362,18460,16308,194,8832,557
2801504,Carmópolis,14082,14290,155,6171,12774,11645,155,4852,200
2801603,Cedro de São João,5215,5299,60,3254,4847,4501,60,2388,266
2801702,Cristinápolis,15769,16699,165,8004,15389,13818,165,5301,95
2801900,Cumbe,3807,3760,45,2116,3565,3334,45,1621,186
2802007,Divina Pastora,4518,4653,50,2707,4112,4029,50,2473,133
2802106,Estância,61018,61421,2500,32369,56740,53428,2510,27521,1512
2802205,Feira Nova,5285,5632,55,3266,5134,4587,57,2058,15
2802304,Frei Paulo,13567,13845,150,7065,13592,12689,150,5784,274
2802403,Gararu,10190,10757,120,5885,9951,9180,115,5303,329
2802502,General Maynard,3002,2925,35,2067,2644,2501,116,1692,138
2802601,Gracho Cardoso,5317,5461,65,3675,5692,5084,71,2827,283
2802700,Ilha das Flores,7602,7647,80,3920,7213,6349,80,3170,206
2802809,Indiaroba,15515,16284,145,6630,14922,14170,147,6002,353
2802908,Itabaiana,84026,81561,2400,57394,87195,77438,2519,45060,2632
2803005,Itabaianinha,36845,37937,370,13772,33685,29307,370,11048,399
2803104,Itabi,4604,4695,55,2579,4495,4130,56,2164,266
2803203,Itaporanga d'Ajuda,30646,33237,330,14494,30557,28559,330,14713,318
2803302,Japaratuba,15882,16482,175,8733,14936,14015,175,8844,610
2803401,Japoatã,11743,12163,135,7617,12400,10393,154,5951,275
2803500,Lagarto,92654,95726,2500,48627,89565,80348,2510,40397,1924
2803609,Laranjeiras,26613,28176,490,13259,25891,22663,502,12886,328
2803708,Macambira,6512,6203,70,4039,6407,5837,70,3390,361
2803807,Malhada dos Bois,3392,3503,40,1663,3071,3069,43,1004,15
2803906,Malhador,11212,11132,120,5891,10822,9583,119,4884,97
2804003,Maruim,15252,14977,165,7371,13602,12020,165,6739,534
2804102,Moita Bonita,10146,10756,125,7160,10349,9629,138,6014,608
2804201,Monte Alegre de Sergipe,13481,13661,135,6217,12750,11443,135,5540,340
2804300,Muribeca,6889,7279,75,3663,6952,6554,75,3415,96
2804409,Neópolis,16129,16198,175,9097,14738,12839,175,6833,290
2804458,Nossa Senhora Aparecida,8043,8302,95,4930,7990,7301,111,3580,157
2804508,Nossa Senhora da Glória,33142,33260,1000,21346,33026,29928,968,15419,1051
2804607,Nossa Senhora das Dores,23777,24689,245,12420,24586,20998,245,9724,508
2804706,Nossa Senhora de Lourdes,5747,6030,60,3723,5922,5354,53,2762,260
2804805,Nossa Senhora do Socorro,148039,151306,4100,76020,154404,136488,4175,68930,2077
2804904,Pacatuba,12599,12899,130,7550,12015,11570,136,6407,442
2805000,Pedra Mole,2848,2820,40,1884,2656,2580,42,1492,130
2805109,Pedrinhas,8819,8802,90,4032,7125,6255,91,3092,166
2805208,Pinhão,6384,6167,65,3645,5571,5269,73,2951,319
2805307,Pirambu,8274,8629,80,4734,7998,7502,80,3641,256
2805406,Poço Redondo,29406,32187,280,11787,27761,23989,280,11344,547
2805505,Poço Verde,22008,22889,210,11059,20172,19105,206,9964,449
2805604,Porto da Folha,24957,24829,265,15202,23915,22723,268,12946,834
2805703,Propriá,25990,29171,255,14485,25128,23015,258,11293,647
2805802,Riachão do Dantas,17490,18300,185,8332,16251,14593,183,7473,128
2805901,Riachuelo,8535,9420,100,4575,8275,7637,100,3492,148
2806008,Ribeirópolis,16494,16142,200,10995,15805,14541,197,8007,640
2806107,Rosário do Catete,9660,10054,105,4891,9037,8057,111,4746,228
2806206,Salgado,17683,17414,200,9919,17044,14999,200,7859,439
2806305,Santa Luzia do Itanhy,12205,12579,120,6848,11899,10973,114,5216,231
