codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco,aplicadas_dose_reforco2
2800100,Amparo de São Francisco,2255,2257,30,1004,2043,1983,30,851,56
2800209,Aquidabã,19796,19145,210,8706,17826,16335,212,9065,849
2800308,Aracaju,617927,609877,12715,353109,566020,517913,12911,317611,46972
2800407,Arauá,9040,9226,100,6061,9583,8547,102,4435,478
2800506,Areia Branca,16496,16771,185,9106,16489,15432,198,7984,510
2800605,Barra dos Coqueiros,26771,28355,845,18724,27577,24182,967,13218,1107
2800670,Boquim,24448,23827,255,13721,21885,20465,252,11950,1234
2800704,Brejo Grande,7405,7556,75,2962,7277,6677,75,2712,105
2801009,Campo do Brito,16627,17856,175,9288,15803,13981,175,7983,840
2801108,Canhoba,3666,3843,40,2115,3497,3054,40,1597,87
2801207,Canindé de São Francisco,26334,25279,275,13757,25270,22490,275,10148,611
2801306,Capela,31913,30607,315,15809,32167,28550,357,13421,1142
2801405,Carira,19091,20099,195,12362,18466,16349,194,8905,716
2801504,Carmópolis,14082,14290,155,6171,12781,11674,155,4974,316
2801603,Cedro de São João,5215,5299,60,3254,4848,4510,60,2439,396
2801702,Cristinápolis,15769,16699,165,8004,15409,13881,165,5416,164
2801900,Cumbe,3807,3760,45,2116,3565,3336,45,1638,199
2802007,Divina Pastora,4518,4653,50,2707,4112,4034,50,2660,255
2802106,Estância,61018,61421,2500,32369,56752,53658,2510,27960,2792
2802205,Feira Nova,5285,5632,55,3266,5137,4618,57,2073,32
2802304,Frei Paulo,13567,13845,150,7065,13604,12725,150,5852,527
2802403,Gararu,10190,10757,120,5885,9955,9231,115,5396,372
2802502,General Maynard,3002,2925,35,2067,2694,2632,116,1949,302
2802601,Gracho Cardoso,5317,5461,65,3675,5694,5108,71,2888,294
2802700,Ilha das Flores,7602,7647,80,3920,7221,6374,80,3224,256
2802809,Indiaroba,15515,16284,145,6630,15007,14235,147,6154,501
2802908,Itabaiana,84026,81561,2400,57394,87301,77734,2519,45726,4608
2803005,Itabaianinha,36845,37937,370,13772,33732,29435,370,11235,507
2803104,Itabi,4604,4695,55,2579,4502,4138,56,2183,304
2803203,Itaporanga d'Ajuda,30646,33237,330,14494,30596,28728,330,15017,684
2803302,Japaratuba,15882,16482,175,8733,14943,14042,175,8929,791
2803401,Japoatã,11743,12163,135,7617,12476,10456,154,6069,329
2803500,Lagarto,92654,95726,2500,48627,89629,80601,2510,41048,2783
2803609,Laranjeiras,26613,28176,490,13259,25902,22751,502,13020,790
2803708,Macambira,6512,6203,70,4039,6412,5861,70,3439,439
2803807,Malhada dos Bois,3392,3503,40,1663,3071,3069,43,1009,15
2803906,Malhador,11212,11132,120,5891,10827,9613,119,4924,512
2804003,Maruim,15252,14977,165,7371,13613,12103,165,6897,718
2804102,Moita Bonita,10146,10756,125,7160,10357,9709,138,6130,810
2804201,Monte Alegre de Sergipe,13481,13661,135,6217,12768,11498,135,5696,467
2804300,Muribeca,6889,7279,75,3663,6963,6588,75,3483,103
2804409,Neópolis,16129,16198,175,9097,14757,12873,175,6880,357
2804458,Nossa Senhora Aparecida,8043,8302,95,4930,7992,7304,111,3592,183
2804508,Nossa Senhora da Glória,33142,33260,1000,21346,33070,30030,968,15748,1451
2804607,Nossa Senhora das Dores,23777,24689,245,12420,24603,21084,245,9875,949
2804706,Nossa Senhora de Lourdes,5747,6030,60,3723,5926,5368,53,2850,318
2804805,Nossa Senhora do Socorro,148039,151306,4100,76020,154627,137269,4175,70144,5434
2804904,Pacatuba,12599,12899,130,7550,12150,11601,136,6531,759
2805000,Pedra Mole,2848,2820,40,1884,2659,2597,42,1506,171
2805109,Pedrinhas,8819,8802,90,4032,7127,6265,91,3121,204
2805208,Pinhão,6384,6167,65,3645,5572,5284,73,2990,339
