codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco
2800100,Amparo de São Francisco,502,202,0,0,460,189,0,0
2800209,Aquidabã,3174,1934,0,0,2814,1205,0,0
2800308,Aracaju,102670,53220,0,0,108319,35179,0,0
2800407,Arauá,1172,791,0,0,1101,705,0,0
2800506,Areia Branca,1971,1321,0,0,1706,1168,0,0
2800605,Barra dos Coqueiros,3395,2115,0,0,3122,1407,0,0
2800670,Boquim,3816,2656,0,0,3481,2053,0,0
2800704,Brejo Grande,1758,438,0,0,1365,331,0,0
2801009,Campo do Brito,2464,1894,0,0,2354,1552,0,0
2801108,Canhoba,498,338,0,0,413,243,0,0
2801207,Canindé de São Francisco,2765,1675,0,0,2607,1586,0,0
2801306,Capela,4643,2023,0,0,4028,1559,0,0
2801405,Carira,2872,2212,0,0,2385,1388,0,0
2801504,Carmópolis,1291,831,0,0,1221,632,0,0
2801603,Cedro de São João,907,617,0,0,915,567,0,0
2801702,Cristinápolis,1817,1317,0,0,1737,914,0,0
2801900,Cumbe,844,414,0,0,745,400,0,0
2802007,Divina Pastora,587,397,0,0,575,386,0,0
2802106,Estância,9538,4528,0,0,8950,3317,0,0
2802205,Feira Nova,693,513,0,0,627,325,0,0
2802304,Frei Paulo,2075,1455,0,0,2071,1368,0,0
2802403,Gararu,1343,1033,0,0,1242,686,0,0
2802502,General Maynard,433,293,0,0,453,279,0,0
2802601,Gracho Cardoso,913,683,0,0,887,623,0,0
2802700,Ilha das Flores,1281,591,0,0,1134,465,0,0
2802809,Indiaroba,1712,1042,0,0,1466,748,0,0
2802908,Itabaiana,12067,8117,0,0,11424,6359,0,0
2803005,Itabaianinha,4271,2971,0,0,4203,2190,0,0
2803104,Itabi,812,613,0,0,723,502,0,0
2803203,Itaporanga d'Ajuda,3486,2396,0,0,3355,1956,0,0
2803302,Japaratuba,2789,1689,0,0,2149,1131,0,0
2803401,Japoatã,2164,1024,0,0,1956,709,0,0
2803500,Lagarto,16790,10890,0,0,15199,7060,0,0
2803609,Laranjeiras,5695,1795,0,0,4664,1317,0,0
2803708,Macambira,1024,794,0,0,1075,672,0,0
2803807,Malhada dos Bois,427,307,0,0,422,235,0,0
2803906,Malhador,1461,1061,0,0,1364,956,0,0
2804003,Maruim,1661,1211,0,0,1751,918,0,0
2804102,Moita Bonita,1795,1405,0,0,1764,1225,0,0
2804201,Monte Alegre de Sergipe,1448,1084,0,0,1512,909,0,0
2804300,Muribeca,891,581,0,0,893,424,0,0
2804409,Neópolis,2475,1645,0,0,2243,1244,0,0
2804458,Nossa Senhora Aparecida,1420,1000,0,0,1435,951,0,0
2804508,Nossa Senhora da Glória,4171,2581,0,0,4070,2194,0,0
2804607,Nossa Senhora das Dores,3378,2558,0,0,3071,1984,0,0
2804706,Nossa Senhora de Lourdes,887,608,0,0,841,495,0,0
2804805,Nossa Senhora do Socorro,15815,11215,0,0,14579,8580,0,0
2804904,Pacatuba,1469,949,0,0,1403,871,0,0
2805000,Pedra Mole,429,319,0,0,422,309,0,0
2805109,Pedrinhas,1053,683,0,0,902,315,0,0
2805208,Pinhão,960,731,0,0,870,695,0,0
2805307,Pirambu,1295,815,0,0,1302,646,0,0
2805406,Poço Redondo,3796,2656,0,0,3552,1759,0,0
2805505,Poço Verde,3711,2411,0,0,3783,1906,0,0
2805604,Porto da Folha,3826,2677,0,0,3911,2427,0,0
2805703,Propriá,3749,2019,0,0,3736,1760,0,0
2805802,Riachão do Dantas,2843,1733,0,0,2652,1526,0,0
2805901,Riachuelo,1315,764,0,0,1253,570,0,0
2806008,Ribeirópolis,2723,2123,0,0,2739,1911,0,0
2806107,Rosário do Catete,1124,824,0,0,1039,710,0,0
2806206,Salgado,2427,1867,0,0,2308,1683,0,0
2806305,Santa Luzia do Itanhy,4066,855,0,0,2906,410,0,0
2806503,Santa Rosa de Lima,692,452,0,0,580,359,0,0
2806404,Santana do São Francisco,572,393,0,0,746,435,0,0
2806602,Santo Amaro das Brotas,1363,1023,0,0,1471,692,0,0
2806701,São Cristóvão,8992,5802,0,0,7511,3380,0,0
2806800,São Domingos,1456,1106,0,0,1456,930,0,0
2806909,São Francisco,468,308,0,0,428,213,0,0
2807006,São Miguel do Aleixo,569,439,0,0,524,355,0,0
2807105,Simão Dias,5770,3700,0,0,4557,1685,0,0
2807204,Siriri,1263,803,0,0,1105,689,0,0
2807303,Telha,409,279,0,0,401,246,0,0
2807402,Tobias Barreto,7027,4687,0,0,7046,3709,0,0
2807501,Tomar do Geru,1406,926,0,0,1304,633,0,0
2807600,Umbaúba,2648,1748,0,0,2545,426,0,0
