codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco
280010,Amparo de São Francisco,112,52,0,0,94,50,0,0
280020,Aquidabã,883,372,0,0,779,311,0,0
280030,Aracaju,36560,13230,0,0,36458,12202,0,0
280040,Arauá,342,172,0,0,349,130,0,0
280050,Areia Branca,608,308,0,0,555,253,0,0
280060,Barra dos Coqueiros,915,295,0,0,818,265,0,0
280067,Boquim,1206,366,0,0,1203,360,0,0
280070,Brejo Grande,208,78,0,0,185,78,0,0
280100,Campo do Brito,729,309,0,0,710,298,0,0
280110,Canhoba,148,68,0,0,96,38,0,0
280120,Canindé de São Francisco,615,275,0,0,616,259,0,0
280130,Capela,1183,343,0,0,1128,314,0,0
280140,Carira,762,292,0,0,705,229,0,0
280150,Carmópolis,401,261,0,0,401,195,0,0
280160,Cedro de São João,278,128,0,0,287,117,0,0
280170,Cristinápolis,707,417,0,0,473,242,0,0
280190,Cumbe,183,83,0,0,182,74,0,0
280200,Divina Pastora,198,108,0,0,208,107,0,0
280210,Estância,2538,978,0,0,2508,958,0,0
280220,Feira Nova,173,73,0,0,177,64,0,0
280230,Frei Paulo,515,205,0,0,495,198,0,0
280240,Gararu,353,123,0,0,362,124,0,0
280250,General Maynard,143,83,0,0,151,88,0,0
280260,Gracho Cardoso,263,103,0,0,249,91,0,0
280270,Ilha das Flores,262,112,0,0,262,102,0,0
280280,Indiaroba,442,212,0,0,401,191,0,0
280290,Itabaiana,3837,1337,0,0,3605,1208,0,0
280300,Itabaianinha,1269,389,0,0,1245,342,0,0
280310,Itabi,223,83,0,0,177,61,0,0
280320,Itaporanga d'Ajuda,994,474,0,0,865,490,0,0
280330,Japaratuba,640,310,0,0,545,263,0,0
280340,Japoatã,435,195,0,0,354,137,0,0
280350,Lagarto,5585,1915,0,0,5502,1840,0,0
280360,Laranjeiras,765,425,0,0,706,316,0,0
280370,Macambira,305,95,0,0,267,92,0,0
280380,Malhada dos Bois,157,87,0,0,163,79,0,0
280390,Malhador,381,141,0,0,391,138,0,0
280400,Maruim,501,251,0,0,491,224,0,0
280410,Moita Bonita,505,175,0,0,512,178,0,0
280420,Monte Alegre de Sergipe,405,165,0,0,374,158,0,0
280430,Muribeca,251,121,0,0,247,76,0,0
280440,Neópolis,746,366,0,0,723,258,0,0
280445,Nossa Senhora Aparecida,340,150,0,0,348,149,0,0
280450,Nossa Senhora da Glória,1188,358,0,0,1199,384,0,0
280460,Nossa Senhora das Dores,969,449,0,0,842,456,0,0
280470,Nossa Senhora de Lourdes,268,138,0,0,270,95,0,0
280480,Nossa Senhora do Socorro,3816,1354,0,0,3634,1206,0,0
280490,Pacatuba,406,166,0,0,407,153,0,0
280500,Pedra Mole,129,49,0,0,129,49,0,0
280510,Pedrinhas,283,113,0,0,237,111,0,0
280520,Pinhão,251,91,0,0,224,86,0,0
280530,Pirambu,319,149,0,0,310,154,0,0
280540,Poço Redondo,936,306,0,0,929,291,0,0
280550,Poço Verde,938,338,0,0,814,284,0,0
280560,Porto da Folha,1154,634,0,0,1177,569,0,0
280570,Propriá,1219,649,0,0,1120,363,0,0
280580,Riachão do Dantas,771,391,0,0,774,331,0,0
280590,Riachuelo,365,225,0,0,344,203,0,0
280600,Ribeirópolis,842,382,0,0,844,364,0,0
280610,Rosário do Catete,374,244,0,0,314,205,0,0
280620,Salgado,677,317,0,0,686,245,0,0
280630,Santa Luzia do Itanhy,346,166,0,0,267,124,0,0
280650,Santa Rosa de Lima,202,92,0,0,241,93,0,0
280640,Santana do São Francisco,211,91,0,0,197,90,0,0
280660,Santo Amaro das Brotas,403,173,0,0,371,150,0,0
280670,São Cristóvão,2402,762,0,0,1936,678,0,0
280680,São Domingos,366,136,0,0,358,123,0,0
280690,São Francisco,139,59,0,0,114,59,0,0
280700,São Miguel do Aleixo,176,86,0,0,174,89,0,0
280710,Simão Dias,1730,500,0,0,1697,467,0,0
280720,Siriri,293,133,0,0,310,130,0,0
280730,Telha,139,79,0,0,139,74,0,0
280740,Tobias Barreto,2098,618,0,0,2162,639,0,0
280750,Tomar do Geru,366,146,0,0,290,119,0,0
280760,Umbaúba,788,458,0,0,670,213,0,0
