data,codigo_municipio,nome_municipio,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,enviadas_dose_reforco,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose_reforco
2021-02-03,2800100,Amparo de São Francisco,0,0,0,0,32,0,0,0
2021-02-03,2800209,Aquidabã,0,0,0,0,221,0,0,0
2021-02-03,2800308,Aracaju,0,0,0,0,8908,0,0,0
2021-02-03,2800407,Arauá,0,0,0,0,72,0,0,0
2021-02-03,2800506,Areia Branca,0,0,0,0,151,0,0,0
2021-02-03,2800605,Barra dos Coqueiros,0,0,0,0,271,0,0,0
2021-02-03,2800670,Boquim,0,0,0,0,295,0,0,0
2021-02-03,2800704,Brejo Grande,0,0,0,0,42,0,0,0
2021-02-03,2801009,Campo do Brito,0,0,0,0,188,0,0,0
2021-02-03,2801108,Canhoba,0,0,0,0,28,0,0,0
2021-02-03,2801207,Canindé de São Francisco,0,0,0,0,195,0,0,0
2021-02-03,2801306,Capela,0,0,0,0,347,0,0,0
2021-02-03,2801405,Carira,0,0,0,0,100,0,0,0
2021-02-03,2801504,Carmópolis,0,0,0,0,124,0,0,0
2021-02-03,2801603,Cedro de São João,0,0,0,0,97,0,0,0
2021-02-03,2801702,Cristinápolis,0,0,0,0,177,0,0,0
2021-02-03,2801900,Cumbe,0,0,0,0,54,0,0,0
2021-02-03,2802007,Divina Pastora,0,0,0,0,84,0,0,0
2021-02-03,2802106,Estância,0,0,0,0,578,0,0,0
2021-02-03,2802205,Feira Nova,0,0,0,0,48,0,0,0
2021-02-03,2802304,Frei Paulo,0,0,0,0,145,0,0,0
2021-02-03,2802403,Gararu,0,0,0,0,65,0,0,0
2021-02-03,2802502,General Maynard,0,0,0,0,73,0,0,0
2021-02-03,2802601,Gracho Cardoso,0,0,0,0,58,0,0,0
2021-02-03,2802700,Ilha das Flores,0,0,0,0,60,0,0,0
2021-02-03,2802809,Indiaroba,0,0,0,0,128,0,0,0
2021-02-03,2802908,Itabaiana,0,0,0,0,1232,0,0,0
2021-02-03,2803005,Itabaianinha,0,0,0,0,305,0,0,0
2021-02-03,2803104,Itabi,0,0,0,0,42,0,0,0
2021-02-03,2803203,Itaporanga d'Ajuda,0,0,0,0,296,0,0,0
2021-02-03,2803302,Japaratuba,0,0,0,0,177,0,0,0
2021-02-03,2803401,Japoatã,0,0,0,0,102,0,0,0
2021-02-03,2803500,Lagarto,0,0,0,0,1422,0,0,0
2021-02-03,2803609,Laranjeiras,0,0,0,0,169,0,0,0
2021-02-03,2803708,Macambira,0,0,0,0,60,0,0,0
2021-02-03,2803807,Malhada dos Bois,0,0,0,0,40,0,0,0
2021-02-03,2803906,Malhador,0,0,0,0,96,0,0,0
2021-02-03,2804003,Maruim,0,0,0,0,152,0,0,0
2021-02-03,2804102,Moita Bonita,0,0,0,0,99,0,0,0
2021-02-03,2804201,Monte Alegre de Sergipe,0,0,0,0,101,0,0,0
2021-02-03,2804300,Muribeca,0,0,0,0,71,0,0,0
2021-02-03,2804409,Neópolis,0,0,0,0,108,0,0,0
2021-02-03,2804458,Nossa Senhora Aparecida,0,0,0,0,81,0,0,0
2021-02-03,2804508,Nossa Senhora da Glória,0,0,0,0,251,0,0,0
2021-02-03,2804607,Nossa Senhora das Dores,0,0,0,0,183,0,0,0
2021-02-03,2804706,Nossa Senhora de Lourdes,0,0,0,0,61,0,0,0
2021-02-03,2804805,Nossa Senhora do Socorro,0,0,0,0,711,0,0,0
2021-02-03,2804904,Pacatuba,0,0,0,0,85,0,0,0
2021-02-03,2805000,Pedra Mole,0,0,0,0,36,0,0,0
2021-02-03,2805109,Pedrinhas,0,0,0,0,42,0,0,0
2021-02-03,2805208,Pinhão,0,0,0,0,63,0,0,0
2021-02-03,2805307,Pirambu,0,0,0,0,126,0,0,0
2021-02-03,2805604,Porto da Folha,0,0,0,0,416,0,0,0
2021-02-03,2805406,Poço Redondo,0,0,0,0,315,0,0,0
2021-02-03,2805505,Poço Verde,0,0,0,0,176,0,0,0
2021-02-03,2805703,Propriá,0,0,0,0,363,0,0,0
2021-02-03,2805901,Riachuelo,0,0,0,0,184,0,0,0
2021-02-03,2805802,Riachão do Dantas,0,0,0,0,235,0,0,0
2021-02-03,2806008,Ribeirópolis,0,0,0,0,270,0,0,0
2021-02-03,2806107,Rosário do Catete,0,0,0,0,131,0,0,0
2021-02-03,2806206,Salgado,0,0,0,0,135,0,0,0
2021-02-03,2806305,Santa Luzia do Itanhy,0,0,0,0,82,0,0,0
2021-02-03,2806503,Santa Rosa de Lima,0,0,0,0,48,0,0,0
2021-02-03,2806404,Santana do São Francisco,0,0,0,0,68,0,0,0
2021-02-03,2806602,Santo Amaro das Brotas,0,0,0,0,117,0,0,0
2021-02-03,2807105,Simão Dias,0,0,0,0,458,0,0,0
2021-02-03,2807204,Siriri,0,0,0,0,100,0,0,0
2021-02-03,2806701,São Cristóvão,0,0,0,0,653,0,0,0
2021-02-03,2806800,São Domingos,0,0,0,0,70,0,0,0
2021-02-03,2806909,São Francisco,0,0,0,0,34,0,0,0
2021-02-03,2807006,São Miguel do Aleixo,0,0,0,0,66,0,0,0
2021-02-03,2807303,Telha,0,0,0,0,46,0,0,0
2021-02-03,2807402,Tobias Barreto,0,0,0,0,660,0,0,0
2021-02-03,2807501,Tomar do Geru,0,0,0,0,97,0,0,0
2021-02-03,2807600,Umbaúba,0,0,0,0,201,0,0,0
2021-02-04,2800100,Amparo de São Francisco,0,0,0,0,42,0,0,0
2021-02-04,2800209,Aquidabã,0,0,0,0,241,0,0,0
2021-02-04,2800308,Aracaju,0,0,0,0,9050,0,0,0
2021-02-04,2800407,Arauá,0,0,0,0,72,0,0,0
2021-02-04,2800506,Areia Branca,0,0,0,0,171,0,0,0
2021-02-04,2800605,Barra dos Coqueiros,0,0,0,0,292,0,0,0
2021-02-04,2800670,Boquim,0,0,0,0,360,0,0,0
2021-02-04,2800704,Brejo Grande,0,0,0,0,52,0,0,0
2021-02-04,2801009,Campo do Brito,0,0,0,0,188,0,0,0
2021-02-04,2801108,Canhoba,0,0,0,0,30,0,0,0
2021-02-04,2801207,Canindé de São Francisco,0,0,0,0,204,0,0,0
2021-02-04,2801306,Capela,0,0,0,0,347,0,0,0
2021-02-04,2801405,Carira,0,0,0,0,100,0,0,0
2021-02-04,2801504,Carmópolis,0,0,0,0,134,0,0,0
2021-02-04,2801603,Cedro de São João,0,0,0,0,92,0,0,0
2021-02-04,2801702,Cristinápolis,0,0,0,0,189,0,0,0
2021-02-04,2801900,Cumbe,0,0,0,0,58,0,0,0
2021-02-04,2802007,Divina Pastora,0,0,0,0,95,0,0,0
2021-02-04,2802106,Estância,0,0,0,0,616,0,0,0
2021-02-04,2802205,Feira Nova,0,0,0,0,48,0,0,0
2021-02-04,2802304,Frei Paulo,0,0,0,0,145,0,0,0
2021-02-04,2802403,Gararu,0,0,0,0,82,0,0,0
2021-02-04,2802502,General Maynard,0,0,0,0,75,0,0,0
2021-02-04,2802601,Gracho Cardoso,0,0,0,0,58,0,0,0
2021-02-04,2802700,Ilha das Flores,0,0,0,0,60,0,0,0
2021-02-04,2802809,Indiaroba,0,0,0,0,128,0,0,0
2021-02-04,2802908,Itabaiana,0,0,0,0,1363,0,0,0
2021-02-04,2803005,Itabaianinha,0,0,0,0,338,0,0,0
2021-02-04,2803104,Itabi,0,0,0,0,45,0,0,0
2021-02-04,2803203,Itaporanga d'Ajuda,0,0,0,0,326,0,0,0
2021-02-04,2803302,Japaratuba,0,0,0,0,187,0,0,0
2021-02-04,2803401,Japoatã,0,0,0,0,103,0,0,0
2021-02-04,2803500,Lagarto,0,0,0,0,1769,0,0,0
2021-02-04,2803609,Laranjeiras,0,0,0,0,193,0,0,0
2021-02-04,2803708,Macambira,0,0,0,0,60,0,0,0
2021-02-04,2803807,Malhada dos Bois,0,0,0,0,40,0,0,0
2021-02-04,2803906,Malhador,0,0,0,0,98,0,0,0
2021-02-04,2804003,Maruim,0,0,0,0,177,0,0,0
2021-02-04,2804102,Moita Bonita,0,0,0,0,99,0,0,0
2021-02-04,2804201,Monte Alegre de Sergipe,0,0,0,0,115,0,0,0
2021-02-04,2804300,Muribeca,0,0,0,0,72,0,0,0
2021-02-04,2804409,Neópolis,0,0,0,0,141,0,0,0
2021-02-04,2804458,Nossa Senhora Aparecida,0,0,0,0,81,0,0,0
2021-02-04,2804508,Nossa Senhora da Glória,0,0,0,0,251,0,0,0
2021-02-04,2804607,Nossa Senhora das Dores,0,0,0,0,286,0,0,0
2021-02-04,2804706,Nossa Senhora de Lourdes,0,0,0,0,71,0,0,0
2021-02-04,2804805,Nossa Senhora do Socorro,0,0,0,0,1052,0,0,0
2021-02-04,2804904,Pacatuba,0,0,0,0,95,0,0,0
2021-02-04,2805000,Pedra Mole,0,0,0,0,36,0,0,0
2021-02-04,2805109,Pedrinhas,0,0,0,0,42,0,0,0
2021-02-04,2805208,Pinhão,0,0,0,0,63,0,0,0
2021-02-04,2805307,Pirambu,0,0,0,0,122,0,0,0
2021-02-04,2805604,Porto da Folha,0,0,0,0,416,0,0,0
2021-02-04,2805406,Poço Redondo,0,0,0,0,315,0,0,0
2021-02-04,2805505,Poço Verde,0,0,0,0,196,0,0,0
2021-02-04,2805703,Propriá,0,0,0,0,444,0,0,0
2021-02-04,2805901,Riachuelo,0,0,0,0,184,0,0,0
2021-02-04,2805802,Riachão do Dantas,0,0,0,0,245,0,0,0
2021-02-04,2806008,Ribeirópolis,0,0,0,0,274,0,0,0
2021-02-04,2806107,Rosário do Catete,0,0,0,0,141,0,0,0
2021-02-04,2806206,Salgado,0,0,0,0,149,0,0,0
2021-02-04,2806305,Santa Luzia do Itanhy,0,0,0,0,94,0,0,0
2021-02-04,2806503,Santa Rosa de Lima,0,0,0,0,58,0,0,0
2021-02-04,2806404,Santana do São Francisco,0,0,0,0,68,0,0,0
2021-02-04,2806602,Santo Amaro das Brotas,0,0,0,0,127,0,0,0
2021-02-04,2807105,Simão Dias,0,0,0,0,511,0,0,0
2021-02-04,2807204,Siriri,0,0,0,0,101,0,0,0
2021-02-04,2806701,São Cristóvão,0,0,0,0,709,0,0,0
2021-02-04,2806800,São Domingos,0,0,0,0,70,0,0,0
2021-02-04,2806909,São Francisco,0,0,0,0,35,0,0,0
2021-02-04,2807006,São Miguel do Aleixo,0,0,0,0,69,0,0,0
2021-02-04,2807303,Telha,0,0,0,0,56,0,0,0
2021-02-04,2807402,Tobias Barreto,0,0,0,0,701,0,0,0
2021-02-04,2807501,Tomar do Geru,0,0,0,0,97,0,0,0
2021-02-04,2807600,Umbaúba,0,0,0,0,201,0,0,0
2021-02-05,2800100,Amparo de São Francisco,0,0,0,0,42,0,0,0
2021-02-05,2800209,Aquidabã,0,0,0,0,251,0,0,0
2021-02-05,2800308,Aracaju,0,0,0,0,9050,0,0,0
2021-02-05,2800407,Arauá,0,0,0,0,72,0,0,0
2021-02-05,2800506,Areia Branca,0,0,0,0,191,0,0,0
2021-02-05,2800605,Barra dos Coqueiros,0,0,0,0,292,0,0,0
2021-02-05,2800670,Boquim,0,0,0,0,391,0,0,0
2021-02-05,2800704,Brejo Grande,0,0,0,0,52,0,0,0
2021-02-05,2801009,Campo do Brito,0,0,0,0,188,0,0,0
2021-02-05,2801108,Canhoba,0,0,0,0,30,0,0,0
2021-02-05,2801207,Canindé de São Francisco,0,0,0,0,215,0,0,0
2021-02-05,2801306,Capela,0,0,0,0,404,0,0,0
2021-02-05,2801405,Carira,0,0,0,0,134,0,0,0
2021-02-05,2801504,Carmópolis,0,0,0,0,144,0,0,0
2021-02-05,2801603,Cedro de São João,0,0,0,0,98,0,0,0
2021-02-05,2801702,Cristinápolis,0,0,0,0,189,0,0,0
2021-02-05,2801900,Cumbe,0,0,0,0,58,0,0,0
2021-02-05,2802007,Divina Pastora,0,0,0,0,95,0,0,0
2021-02-05,2802106,Estância,0,0,0,0,695,0,0,0
2021-02-05,2802205,Feira Nova,0,0,0,0,49,0,0,0
2021-02-05,2802304,Frei Paulo,0,0,0,0,145,0,0,0
2021-02-05,2802403,Gararu,0,0,0,0,82,0,0,0
2021-02-05,2802502,General Maynard,0,0,0,0,75,0,0,0
2021-02-05,2802601,Gracho Cardoso,0,0,0,0,58,0,0,0
2021-02-05,2802700,Ilha das Flores,0,0,0,0,60,0,0,0
2021-02-05,2802809,Indiaroba,0,0,0,0,139,0,0,0
2021-02-05,2802908,Itabaiana,0,0,0,0,1454,0,0,0
2021-02-05,2803005,Itabaianinha,0,0,0,0,382,0,0,0
2021-02-05,2803104,Itabi,0,0,0,0,45,0,0,0
2021-02-05,2803203,Itaporanga d'Ajuda,0,0,0,0,356,0,0,0
2021-02-05,2803302,Japaratuba,0,0,0,0,197,0,0,0
2021-02-05,2803401,Japoatã,0,0,0,0,124,0,0,0
2021-02-05,2803500,Lagarto,0,0,0,0,1904,0,0,0
2021-02-05,2803609,Laranjeiras,0,0,0,0,193,0,0,0
2021-02-05,2803708,Macambira,0,0,0,0,60,0,0,0
2021-02-05,2803807,Malhada dos Bois,0,0,0,0,40,0,0,0
2021-02-05,2803906,Malhador,0,0,0,0,98,0,0,0
2021-02-05,2804003,Maruim,0,0,0,0,167,0,0,0
2021-02-05,2804102,Moita Bonita,0,0,0,0,99,0,0,0
2021-02-05,2804201,Monte Alegre de Sergipe,0,0,0,0,115,0,0,0
2021-02-05,2804300,Muribeca,0,0,0,0,72,0,0,0
2021-02-05,2804409,Neópolis,0,0,0,0,141,0,0,0
2021-02-05,2804458,Nossa Senhora Aparecida,0,0,0,0,100,0,0,0
2021-02-05,2804508,Nossa Senhora da Glória,0,0,0,0,304,0,0,0
2021-02-05,2804607,Nossa Senhora das Dores,0,0,0,0,349,0,0,0
2021-02-05,2804706,Nossa Senhora de Lourdes,0,0,0,0,71,0,0,0
2021-02-05,2804805,Nossa Senhora do Socorro,0,0,0,0,1134,0,0,0
2021-02-05,2804904,Pacatuba,0,0,0,0,105,0,0,0
2021-02-05,2805000,Pedra Mole,0,0,0,0,36,0,0,0
2021-02-05,2805109,Pedrinhas,0,0,0,0,52,0,0,0
2021-02-05,2805208,Pinhão,0,0,0,0,63,0,0,0
2021-02-05,2805307,Pirambu,0,0,0,0,122,0,0,0
2021-02-05,2805604,Porto da Folha,0,0,0,0,486,0,0,0
2021-02-05,2805406,Poço Redondo,0,0,0,0,315,0,0,0
2021-02-05,2805505,Poço Verde,0,0,0,0,201,0,0,0
2021-02-05,2805703,Propriá,0,0,0,0,444,0,0,0
2021-02-05,2805901,Riachuelo,0,0,0,0,184,0,0,0
2021-02-05,2805802,Riachão do Dantas,0,0,0,0,256,0,0,0
2021-02-05,2806008,Ribeirópolis,0,0,0,0,274,0,0,0
2021-02-05,2806107,Rosário do Catete,0,0,0,0,141,0,0,0
2021-02-05,2806206,Salgado,0,0,0,0,149,0,0,0
2021-02-05,2806305,Santa Luzia do Itanhy,0,0,0,0,94,0,0,0
2021-02-05,2806503,Santa Rosa de Lima,0,0,0,0,59,0,0,0
2021-02-05,2806404,Santana do São Francisco,0,0,0,0,71,0,0,0
2021-02-05,2806602,Santo Amaro das Brotas,0,0,0,0,127,0,0,0
2021-02-05,2807105,Simão Dias,0,0,0,0,532,0,0,0
2021-02-05,2807204,Siriri,0,0,0,0,101,0,0,0
2021-02-05,2806701,São Cristóvão,0,0,0,0,709,0,0,0
2021-02-05,2806800,São Domingos,0,0,0,0,70,0,0,0
2021-02-05,2806909,São Francisco,0,0,0,0,35,0,0,0
2021-02-05,2807006,São Miguel do Aleixo,0,0,0,0,69,0,0,0
2021-02-05,2807303,Telha,0,0,0,0,68,0,0,0
2021-02-05,2807402,Tobias Barreto,0,0,0,0,713,0,0,0
2021-02-05,2807501,Tomar do Geru,0,0,0,0,107,0,0,0
2021-02-05,2807600,Umbaúba,0,0,0,0,206,0,0,0
2021-02-08,2800100,Amparo de São Francisco,0,0,0,0,42,0,0,0
2021-02-08,2800209,Aquidabã,0,0,0,0,254,0,0,0
2021-02-08,2800308,Aracaju,0,0,0,0,11039,0,0,0
2021-02-08,2800407,Arauá,0,0,0,0,72,0,0,0
2021-02-08,2800506,Areia Branca,0,0,0,0,201,0,0,0
2021-02-08,2800605,Barra dos Coqueiros,0,0,0,0,332,0,0,0
2021-02-08,2800670,Boquim,0,0,0,0,401,0,0,0
2021-02-08,2800704,Brejo Grande,0,0,0,0,52,0,0,0
2021-02-08,2801009,Campo do Brito,0,0,0,0,188,0,0,0
2021-02-08,2801108,Canhoba,0,0,0,0,30,0,0,0
2021-02-08,2801207,Canindé de São Francisco,0,0,0,0,215,0,0,0
2021-02-08,2801306,Capela,0,0,0,0,404,0,0,0
2021-02-08,2801405,Carira,0,0,0,0,165,0,0,0
2021-02-08,2801504,Carmópolis,0,0,0,0,155,0,0,0
2021-02-08,2801603,Cedro de São João,0,0,0,0,98,0,0,0
2021-02-08,2801702,Cristinápolis,0,0,0,0,189,0,0,0
2021-02-08,2801900,Cumbe,0,0,0,0,59,0,0,0
2021-02-08,2802007,Divina Pastora,0,0,0,0,96,0,0,0
2021-02-08,2802106,Estância,0,0,0,0,695,0,0,0
2021-02-08,2802205,Feira Nova,0,0,0,0,50,0,0,0
2021-02-08,2802304,Frei Paulo,0,0,0,0,145,0,0,0
2021-02-08,2802403,Gararu,0,0,0,0,83,0,0,0
2021-02-08,2802502,General Maynard,0,0,0,0,75,0,0,0
2021-02-08,2802601,Gracho Cardoso,0,0,0,0,58,0,0,0
2021-02-08,2802700,Ilha das Flores,0,0,0,0,72,0,0,0
2021-02-08,2802809,Indiaroba,0,0,0,0,139,0,0,0
2021-02-08,2802908,Itabaiana,0,0,0,0,1517,0,0,0
2021-02-08,2803005,Itabaianinha,0,0,0,0,392,0,0,0
2021-02-08,2803104,Itabi,0,0,0,0,45,0,0,0
2021-02-08,2803203,Itaporanga d'Ajuda,0,0,0,0,376,0,0,0
2021-02-08,2803302,Japaratuba,0,0,0,0,197,0,0,0
2021-02-08,2803401,Japoatã,0,0,0,0,124,0,0,0
2021-02-08,2803500,Lagarto,0,0,0,0,2059,0,0,0
2021-02-08,2803609,Laranjeiras,0,0,0,0,193,0,0,0
2021-02-08,2803708,Macambira,0,0,0,0,60,0,0,0
2021-02-08,2803807,Malhada dos Bois,0,0,0,0,50,0,0,0
2021-02-08,2803906,Malhador,0,0,0,0,103,0,0,0
2021-02-08,2804003,Maruim,0,0,0,0,196,0,0,0
2021-02-08,2804102,Moita Bonita,0,0,0,0,99,0,0,0
2021-02-08,2804201,Monte Alegre de Sergipe,0,0,0,0,129,0,0,0
2021-02-08,2804300,Muribeca,0,0,0,0,72,0,0,0
2021-02-08,2804409,Neópolis,0,0,0,0,141,0,0,0
2021-02-08,2804458,Nossa Senhora Aparecida,0,0,0,0,112,0,0,0
2021-02-08,2804508,Nossa Senhora da Glória,0,0,0,0,381,0,0,0
2021-02-08,2804607,Nossa Senhora das Dores,0,0,0,0,353,0,0,0
2021-02-08,2804706,Nossa Senhora de Lourdes,0,0,0,0,71,0,0,0
2021-02-08,2804805,Nossa Senhora do Socorro,0,0,0,0,1203,0,0,0
2021-02-08,2804904,Pacatuba,0,0,0,0,105,0,0,0
2021-02-08,2805000,Pedra Mole,0,0,0,0,36,0,0,0
2021-02-08,2805109,Pedrinhas,0,0,0,0,62,0,0,0
2021-02-08,2805208,Pinhão,0,0,0,0,63,0,0,0
2021-02-08,2805307,Pirambu,0,0,0,0,122,0,0,0
2021-02-08,2805604,Porto da Folha,0,0,0,0,496,0,0,0
2021-02-08,2805406,Poço Redondo,0,0,0,0,326,0,0,0
2021-02-08,2805505,Poço Verde,0,0,0,0,211,0,0,0
2021-02-08,2805703,Propriá,0,0,0,0,444,0,0,0
2021-02-08,2805901,Riachuelo,0,0,0,0,184,0,0,0
2021-02-08,2805802,Riachão do Dantas,0,0,0,0,257,0,0,0
2021-02-08,2806008,Ribeirópolis,0,0,0,0,277,0,0,0
2021-02-08,2806107,Rosário do Catete,0,0,0,0,141,0,0,0
2021-02-08,2806206,Salgado,0,0,0,0,168,0,0,0
2021-02-08,2806305,Santa Luzia do Itanhy,0,0,0,0,94,0,0,0
2021-02-08,2806503,Santa Rosa de Lima,0,0,0,0,59,0,0,0
2021-02-08,2806404,Santana do São Francisco,0,0,0,0,71,0,0,0
2021-02-08,2806602,Santo Amaro das Brotas,0,0,0,0,127,0,0,0
2021-02-08,2807105,Simão Dias,0,0,0,0,572,0,0,0
2021-02-08,2807204,Siriri,0,0,0,0,101,0,0,0
2021-02-08,2806701,São Cristóvão,0,0,0,0,709,0,0,0
2021-02-08,2806800,São Domingos,0,0,0,0,70,0,0,0
2021-02-08,2806909,São Francisco,0,0,0,0,35,0,0,0
2021-02-08,2807006,São Miguel do Aleixo,0,0,0,0,69,0,0,0
2021-02-08,2807303,Telha,0,0,0,0,69,0,0,0
2021-02-08,2807402,Tobias Barreto,0,0,0,0,723,0,0,0
2021-02-08,2807501,Tomar do Geru,0,0,0,0,107,0,0,0
2021-02-08,2807600,Umbaúba,0,0,0,0,206,0,0,0
2021-02-09,2800100,Amparo de São Francisco,52,22,0,0,42,0,0,0
2021-02-09,2800209,Aquidabã,372,134,0,0,241,0,0,0
2021-02-09,2800308,Aracaju,23670,11169,0,0,11141,121,0,0
2021-02-09,2800407,Arauá,172,74,0,0,82,0,0,0
2021-02-09,2800506,Areia Branca,308,131,0,0,201,0,0,0
2021-02-09,2800605,Barra dos Coqueiros,495,222,0,0,357,0,0,0
2021-02-09,2800670,Boquim,603,266,0,0,407,0,0,0
2021-02-09,2800704,Brejo Grande,78,28,0,0,52,0,0,0
2021-02-09,2801009,Campo do Brito,305,116,0,0,198,0,0,0
2021-02-09,2801108,Canhoba,68,28,0,0,30,0,0,0
2021-02-09,2801207,Canindé de São Francisco,275,114,0,0,215,0,0,0
2021-02-09,2801306,Capela,553,228,0,0,426,0,0,0
2021-02-09,2801405,Carira,292,116,0,0,165,0,0,0
2021-02-09,2801504,Carmópolis,261,124,0,0,156,0,0,0
2021-02-09,2801603,Cedro de São João,126,51,0,0,98,0,0,0
2021-02-09,2801702,Cristinápolis,417,196,0,0,196,10,0,0
2021-02-09,2801900,Cumbe,83,33,0,0,59,7,0,0
2021-02-09,2802007,Divina Pastora,108,49,0,0,96,3,0,0
2021-02-09,2802106,Estância,1448,556,0,0,695,0,0,0
2021-02-09,2802205,Feira Nova,73,28,0,0,50,1,0,0
2021-02-09,2802304,Frei Paulo,205,76,0,0,145,0,0,0
2021-02-09,2802403,Gararu,123,43,0,0,83,0,0,0
2021-02-09,2802502,General Maynard,83,38,0,0,75,0,0,0
2021-02-09,2802601,Gracho Cardoso,103,38,0,0,58,0,0,0
2021-02-09,2802700,Ilha das Flores,112,40,0,0,77,0,0,0
2021-02-09,2802809,Indiaroba,212,87,0,0,139,0,0,0
2021-02-09,2802908,Itabaiana,2157,1043,0,0,1537,1,0,0
2021-02-09,2803005,Itabaianinha,629,261,0,0,403,0,0,0
2021-02-09,2803104,Itabi,83,31,0,0,57,2,0,0
2021-02-09,2803203,Itaporanga d'Ajuda,474,196,0,0,376,16,0,0
2021-02-09,2803302,Japaratuba,310,130,0,0,197,0,0,0
2021-02-09,2803401,Japoatã,195,80,0,0,124,0,0,0
2021-02-09,2803500,Lagarto,3275,1521,0,0,2142,0,0,0
2021-02-09,2803609,Laranjeiras,425,193,0,0,224,0,0,0
2021-02-09,2803708,Macambira,95,31,0,0,60,0,0,0
2021-02-09,2803807,Malhada dos Bois,87,40,0,0,50,0,0,0
2021-02-09,2803906,Malhador,141,52,0,0,103,0,0,0
2021-02-09,2804003,Maruim,251,112,0,0,173,0,0,0
2021-02-09,2804102,Moita Bonita,175,57,0,0,99,0,0,0
2021-02-09,2804201,Monte Alegre de Sergipe,165,67,0,0,129,0,0,0
2021-02-09,2804300,Muribeca,121,51,0,0,71,0,0,0
2021-02-09,2804409,Neópolis,366,153,0,0,193,0,0,0
2021-02-09,2804458,Nossa Senhora Aparecida,150,60,0,0,112,0,0,0
2021-02-09,2804508,Nossa Senhora da Glória,578,251,0,0,381,0,0,0
2021-02-09,2804607,Nossa Senhora das Dores,449,184,0,0,353,0,0,0
2021-02-09,2804706,Nossa Senhora de Lourdes,138,60,0,0,71,0,0,0
2021-02-09,2804805,Nossa Senhora do Socorro,2325,1089,0,0,1283,28,0,0
2021-02-09,2804904,Pacatuba,166,62,0,0,106,0,0,0
2021-02-09,2805000,Pedra Mole,49,19,0,0,36,0,0,0
2021-02-09,2805109,Pedrinhas,113,42,0,0,72,0,0,0
2021-02-09,2805208,Pinhão,88,32,0,0,63,0,0,0
2021-02-09,2805307,Pirambu,149,64,0,0,122,0,0,0
2021-02-09,2805604,Porto da Folha,862,664,0,0,508,5,0,0
2021-02-09,2805406,Poço Redondo,516,225,0,0,326,0,0,0
2021-02-09,2805505,Poço Verde,338,115,0,0,221,3,0,0
2021-02-09,2805703,Propriá,649,293,0,0,543,0,0,0
2021-02-09,2805901,Riachuelo,225,105,0,0,184,0,0,0
2021-02-09,2805802,Riachão do Dantas,391,163,0,0,257,0,0,0
2021-02-09,2806008,Ribeirópolis,382,176,0,0,283,0,0,0
2021-02-09,2806107,Rosário do Catete,244,117,0,0,171,1,0,0
2021-02-09,2806206,Salgado,317,128,0,0,178,2,0,0
2021-02-09,2806305,Santa Luzia do Itanhy,166,70,0,0,94,0,0,0
2021-02-09,2806503,Santa Rosa de Lima,91,38,0,0,10,1,0,0
2021-02-09,2806404,Santana do São Francisco,92,36,0,0,71,0,0,0
2021-02-09,2806602,Santo Amaro das Brotas,173,68,0,0,127,0,0,0
2021-02-09,2807105,Simão Dias,780,314,0,0,382,0,0,0
2021-02-09,2807204,Siriri,133,53,0,0,102,22,0,0
2021-02-09,2806701,São Cristóvão,1252,561,0,0,728,0,0,0
2021-02-09,2806800,São Domingos,136,48,0,0,70,5,0,0
2021-02-09,2806909,São Francisco,59,24,0,0,46,0,0,0
2021-02-09,2807006,São Miguel do Aleixo,86,36,0,0,69,0,0,0
2021-02-09,2807303,Telha,79,36,0,0,69,0,0,0
2021-02-09,2807402,Tobias Barreto,958,406,0,0,744,45,0,0
2021-02-09,2807501,Tomar do Geru,146,54,0,0,107,0,0,0
2021-02-09,2807600,Umbaúba,458,206,0,0,206,0,0,0
2021-02-10,2800100,Amparo de São Francisco,52,22,0,0,42,0,0,0
2021-02-10,2800209,Aquidabã,372,151,0,0,264,120,0,0
2021-02-10,2800308,Aracaju,23670,11169,0,0,12245,166,0,0
2021-02-10,2800407,Arauá,172,74,0,0,92,0,0,0
2021-02-10,2800506,Areia Branca,308,131,0,0,201,31,0,0
2021-02-10,2800605,Barra dos Coqueiros,495,222,0,0,378,54,0,0
2021-02-10,2800670,Boquim,603,266,0,0,427,68,0,0
2021-02-10,2800704,Brejo Grande,78,28,0,0,52,10,0,0
2021-02-10,2801009,Campo do Brito,305,116,0,0,208,22,0,0
2021-02-10,2801108,Canhoba,68,28,0,0,30,0,0,0
2021-02-10,2801207,Canindé de São Francisco,275,114,0,0,226,1,0,0
2021-02-10,2801306,Capela,553,228,0,0,426,0,0,0
2021-02-10,2801405,Carira,292,116,0,0,175,0,0,0
2021-02-10,2801504,Carmópolis,261,124,0,0,157,0,0,0
2021-02-10,2801603,Cedro de São João,126,51,0,0,98,44,0,0
2021-02-10,2801702,Cristinápolis,417,196,0,0,206,18,0,0
2021-02-10,2801900,Cumbe,83,33,0,0,67,17,0,0
2021-02-10,2802007,Divina Pastora,108,49,0,0,107,11,0,0
2021-02-10,2802106,Estância,1448,556,0,0,988,66,0,0
2021-02-10,2802205,Feira Nova,73,28,0,0,52,14,0,0
2021-02-10,2802304,Frei Paulo,205,76,0,0,194,44,0,0
